"MAKEID","MODELID","YEARID","ODSMAKEID","ODSMODELID","ODSYEARID"
"20000001","20000187","20002668","20001","21380","20134"
"20000001","20000187","20002669","20001","21380","20135"
"20000001","20000187","20002670","20001","21380","20136"
"20000001","20000187","20002671","20001","21380","20137"
"20000001","20000187","20002672","20001","21380","20138"
"20000001","20000187","20002724","20001","21380","20190"
"20000001","20000187","20002725","20001","21380","20191"
"20000001","20000187","20002726","20001","21380","20192"
"20000001","20000187","20002727","20001","21380","20193"
"20000001","20000187","20002728","20001","21380","20194"
"20000001","20000228","20002676","20001","21422","20142"
"20000001","20000228","20002677","20001","21422","20143"
"20000001","20000228","20002678","20001","21422","20144"
"20000001","20000228","20002679","20001","21422","20145"
"20000001","20000228","20002731","20001","21422","20197"
"20000001","20000228","20002732","20001","21422","20198"
"20000001","20000228","20002733","20001","21422","20199"
"20000001","20000228","20002734","20001","21422","20200"
"20000001","20000228","20002735","20001","21422","20201"
"20000001","20000228","20002736","20001","21422","27381"
"20000001","20000228","20002737","20001","21422","34923"
"20000001","20000228","20002738","20001","21422","39723"
"20000001","20000228","20002739","20001","21422","47272"
"20000001","20000228","20002740","20001","21422","51683"
"20000001","20000228","20002741","20001","21422","56007"
"20000001","20000228","20002742","20001","21422","58487"
"20000001","20000228","30031936","20001","21422","30031936"
"20000001","20000491","20002671","20001","21685","20137"
"20000001","20000491","20002672","20001","21685","20138"
"20000001","20000491","20002673","20001","21685","20139"
"20000001","20000491","20002674","20001","21685","20140"
"20000001","20000491","20002675","20001","21685","20141"
"20000001","20000491","20002676","20001","21685","20142"
"20000001","20000491","20002677","20001","21685","20143"
"20000001","20000491","20002726","20001","21685","20192"
"20000001","20000491","20002727","20001","21685","20193"
"20000001","20000491","20002728","20001","21685","20194"
"20000001","20000491","20002729","20001","21685","20195"
"20000001","20000491","20002730","20001","21685","20196"
"20000001","20000491","20002731","20001","21685","20197"
"20000001","20000491","20002732","20001","21685","20198"
"20000001","20000491","20002733","20001","21685","20199"
"20000001","20000491","30031936","20001","21685","30031936"
"20000001","20000587","20002673","20001","21782","20139"
"20000001","20000587","20002674","20001","21782","20140"
"20000001","20000587","20002675","20001","21782","20141"
"20000001","20000587","20002676","20001","21782","20142"
"20000001","20000587","20002677","20001","21782","20143"
"20000001","20000587","20002678","20001","21782","20144"
"20000001","20000587","20002679","20001","21782","20145"
"20000001","20000587","20002729","20001","21782","20195"
"20000001","20000587","20002730","20001","21782","20196"
"20000001","20000587","20002731","20001","21782","20197"
"20000001","20000587","20002732","20001","21782","20198"
"20000001","20000587","20002733","20001","21782","20199"
"20000001","20000587","20002734","20001","21782","20200"
"20000001","20000587","20002735","20001","21782","20201"
"20000001","20000587","20002736","20001","21782","27381"
"20000001","20000587","20002737","20001","21782","34923"
"20000001","20000587","20002738","20001","21782","39723"
"20000001","20000589","20002676","20001","21784","20142"
"20000001","20000589","20002677","20001","21784","20143"
"20000001","20000589","20002678","20001","21784","20144"
"20000001","20000589","20002732","20001","21784","20198"
"20000001","20000589","20002733","20001","21784","20199"
"20000001","20000636","20002679","20001","21831","20145"
"20000001","20000636","20002734","20001","21831","20200"
"20000001","20000636","20002735","20001","21831","20201"
"20000001","20000636","20002736","20001","21831","27381"
"20000001","20000636","20002737","20001","21831","34923"
"20000001","20000636","20002738","20001","21831","39723"
"20000001","20000636","20002739","20001","21831","47272"
"20000001","20000636","20002740","20001","21831","51683"
"20000001","20000636","20002741","20001","21831","56007"
"20000001","20000636","20002742","20001","21831","58487"
"20000001","20000636","30031936","20001","21831","30031936"
"20000001","20000636","35797618","20001","21831","35797618"
"20000001","20000684","20002673","20001","21879","20139"
"20000001","20000684","20002674","20001","21879","20140"
"20000001","20000684","20002729","20001","21879","20195"
"20000001","20000684","20002730","20001","21879","20196"
"20000001","20001038","20002673","20001","22237","20139"
"20000001","20001038","20002674","20001","22237","20140"
"20000001","20001038","20002675","20001","22237","20141"
"20000001","20001038","20002676","20001","22237","20142"
"20000001","20001038","20002677","20001","22237","20143"
"20000001","20001038","20002678","20001","22237","20144"
"20000001","20001038","20002679","20001","22237","20145"
"20000001","20001038","20002728","20001","22237","20194"
"20000001","20001038","20002729","20001","22237","20195"
"20000001","20001038","20002730","20001","22237","20196"
"20000001","20001038","20002731","20001","22237","20197"
"20000001","20001038","20002732","20001","22237","20198"
"20000001","20001038","20002733","20001","22237","20199"
"20000001","20001038","20002734","20001","22237","20200"
"20000001","20001038","20002735","20001","22237","20201"
"20000001","20001038","20002736","20001","22237","27381"
"20000001","20001038","20002737","20001","22237","34923"
"20000001","20001038","20002738","20001","22237","39723"
"20000001","20001038","20002739","20001","22237","47272"
"20000001","20001038","20002740","20001","22237","51683"
"20000001","20001049","20002677","20001","22248","20143"
"20000001","20001049","20002678","20001","22248","20144"
"20000001","20001049","20002679","20001","22248","20145"
"20000001","20001049","20002733","20001","22248","20199"
"20000001","20001049","20002734","20001","22248","20200"
"20000001","20001049","20002735","20001","22248","20201"
"20000001","20001049","20002736","20001","22248","27381"
"20000001","20001049","20002737","20001","22248","34923"
"20000001","20001049","20002738","20001","22248","39723"
"20000001","20001049","20002739","20001","22248","47272"
"20000001","20001049","20002740","20001","22248","51683"
"20000001","20001162","20002671","20001","22362","20137"
"20000001","20001162","20002672","20001","22362","20138"
"20000001","20001162","20002727","20001","22362","20193"
"20000001","20001716","20002674","20001","20773","20140"
"20000001","20001716","20002676","20001","20773","20142"
"20000001","20001716","20002729","20001","20773","20195"
"20000001","20001716","20002730","20001","20773","20196"
"20000001","20001716","20002731","20001","20773","20197"
"20000001","20001716","20002732","20001","20773","20198"
"20000001","20002206","20002668","20001","21266","20134"
"20000001","20002206","20002669","20001","21266","20135"
"20000001","20002206","20002670","20001","21266","20136"
"20000001","20002206","20002671","20001","21266","20137"
"20000001","20002206","20002672","20001","21266","20138"
"20000001","20002206","20002673","20001","21266","20139"
"20000001","20002206","20002674","20001","21266","20140"
"20000001","20002206","20002675","20001","21266","20141"
"20000001","20002206","20002724","20001","21266","20190"
"20000001","20002206","20002725","20001","21266","20191"
"20000001","20002206","20002726","20001","21266","20192"
"20000001","20002206","20002727","20001","21266","20193"
"20000001","20002206","20002728","20001","21266","20194"
"20000001","20002206","20002729","20001","21266","20195"
"20000001","20002206","20002730","20001","21266","20196"
"20000001","20002206","20002731","20001","21266","20197"
"20000001","20002365","20002736","20001","32888","27381"
"20000001","20002365","20002737","20001","32888","34923"
"20000001","20002365","20002738","20001","32888","39723"
"20000001","20002365","20002739","20001","32888","47272"
"20000001","20002479","20002739","20001","47843","47272"
"20000001","20002479","20002740","20001","47843","51683"
"20000001","20002479","20002741","20001","47843","56007"
"20000001","20002479","20002742","20001","47843","58487"
"20000001","20002479","30031936","20001","47843","30031936"
"20000001","20002493","20002739","20001","48964","47272"
"20000001","20002493","20002740","20001","48964","51683"
"20000001","20002519","20002740","20001","51867","51683"
"20000001","20002519","20002741","20001","51867","56007"
"20000001","20002519","20002742","20001","51867","58487"
"20000001","20002519","30031936","20001","51867","30031936"
"20000001","20002603","20002741","20001","57287","56007"
"20000001","20002603","20002742","20001","57287","58487"
"20000001","20002603","30031936","20001","57287","30031936"
"20000001","20002603","35797618","20001","57287","35797618"
"20000001","20002617","20002740","20001","58167","51683"
"20000001","20002617","20002742","20001","58167","58487"
"20000001","20002617","30031936","20001","58167","30031936"
"20000001","36306155","30031936","20001","36306155","30031936"
"20000002","20002175","20002671","20002","21235","20137"
"20000002","20002175","20002672","20002","21235","20138"
"20000002","20002175","20002673","20002","21235","20139"
"20000002","20002175","20002674","20002","21235","20140"
"20000002","20002175","20002675","20002","21235","20141"
"20000002","20002175","20002727","20002","21235","20193"
"20000002","20002175","20002728","20002","21235","20194"
"20000002","20002175","20002729","20002","21235","20195"
"20000002","20002175","20002730","20002","21235","20196"
"20000002","20002175","20002731","20002","21235","20197"
"20000003","20000182","20002664","20003","21375","20130"
"20000003","20000182","20002665","20003","21375","20131"
"20000003","20000182","20002666","20003","21375","20132"
"20000003","20000182","20002667","20003","21375","20133"
"20000003","20000182","20002668","20003","21375","20134"
"20000003","20000182","20002669","20003","21375","20135"
"20000003","20000182","20002719","20003","21375","20185"
"20000003","20000182","20002720","20003","21375","20186"
"20000003","20000182","20002721","20003","21375","20187"
"20000003","20000182","20002722","20003","21375","20188"
"20000003","20000182","20002723","20003","21375","20189"
"20000003","20000182","20002724","20003","21375","20190"
"20000003","20001048","20002676","20003","22247","20142"
"20000003","20001048","20002677","20003","22247","20143"
"20000003","20001048","20002678","20003","22247","20144"
"20000003","20001048","20002732","20003","22247","20198"
"20000003","20001048","20002733","20003","22247","20199"
"20000003","20001054","20002678","20003","22253","20144"
"20000003","20001054","20002679","20003","22253","20145"
"20000003","20001054","20002734","20003","22253","20200"
"20000003","20001054","20002735","20003","22253","20201"
"20000003","20001054","20002736","20003","22253","27381"
"20000003","20001054","20002737","20003","22253","34923"
"20000003","20001054","20002738","20003","22253","39723"
"20000003","20001054","20002739","20003","22253","47272"
"20000003","20001054","20002740","20003","22253","51683"
"20000003","20001054","20002741","20003","22253","56007"
"20000003","20001054","20002742","20003","22253","58487"
"20000003","20001067","20002661","20003","22266","20127"
"20000003","20001067","20002662","20003","22266","20128"
"20000003","20001067","20002663","20003","22266","20129"
"20000003","20001067","20002664","20003","22266","20130"
"20000003","20001067","20002665","20003","22266","20131"
"20000003","20001067","20002666","20003","22266","20132"
"20000003","20001067","20002667","20003","22266","20133"
"20000003","20001067","20002668","20003","22266","20134"
"20000003","20001067","20002669","20003","22266","20135"
"20000003","20001067","20002675","20003","22266","20141"
"20000003","20001067","20002676","20003","22266","20142"
"20000003","20001067","20002717","20003","22266","20183"
"20000003","20001067","20002718","20003","22266","20184"
"20000003","20001067","20002719","20003","22266","20185"
"20000003","20001067","20002720","20003","22266","20186"
"20000003","20001067","20002721","20003","22266","20187"
"20000003","20001067","20002722","20003","22266","20188"
"20000003","20001067","20002723","20003","22266","20189"
"20000003","20001067","20002724","20003","22266","20190"
"20000003","20001067","20002731","20003","22266","20197"
"20000003","20001083","20002670","20003","22282","20136"
"20000003","20001083","20002671","20003","22282","20137"
"20000003","20001083","20002672","20003","22282","20138"
"20000003","20001083","20002673","20003","22282","20139"
"20000003","20001083","20002725","20003","22282","20191"
"20000003","20001083","20002726","20003","22282","20192"
"20000003","20001083","20002727","20003","22282","20193"
"20000003","20001083","20002728","20003","22282","20194"
"20000003","20001083","20002738","20003","22282","39723"
"20000003","20001086","20002658","20003","22285","20124"
"20000003","20001086","20002659","20003","22285","20125"
"20000003","20001086","20002664","20003","22285","20130"
"20000003","20001086","20002665","20003","22285","20131"
"20000003","20001086","20002666","20003","22285","20132"
"20000003","20001086","20002667","20003","22285","20133"
"20000003","20001086","20002668","20003","22285","20134"
"20000003","20001086","20002669","20003","22285","20135"
"20000003","20001086","20002713","20003","22285","20179"
"20000003","20001086","20002714","20003","22285","20180"
"20000003","20001086","20002719","20003","22285","20185"
"20000003","20001086","20002720","20003","22285","20186"
"20000003","20001086","20002721","20003","22285","20187"
"20000003","20001086","20002722","20003","22285","20188"
"20000003","20001086","20002723","20003","22285","20189"
"20000003","20001086","20002724","20003","22285","20190"
"20000003","20001148","20002661","20003","22347","20127"
"20000003","20001148","20002662","20003","22347","20128"
"20000003","20001148","20002663","20003","22347","20129"
"20000003","20001148","20002717","20003","22347","20183"
"20000003","20001148","20002718","20003","22347","20184"
"20000003","20001889","20002654","20003","20947","20120"
"20000003","20001889","20002709","20003","20947","20175"
"20000003","20001889","20002710","20003","20947","20176"
"20000003","20001891","20002652","20003","20949","20118"
"20000003","20001891","20002653","20003","20949","20119"
"20000003","20001891","20002707","20003","20949","20173"
"20000003","20001891","20002708","20003","20949","20174"
"20000003","20001891","20002709","20003","20949","20175"
"20000003","20001893","20002655","20003","20951","20121"
"20000003","20001893","20002656","20003","20951","20122"
"20000003","20001893","20002711","20003","20951","20177"
"20000003","20001893","20002712","20003","20951","20178"
"20000003","20001895","20002658","20003","20953","20124"
"20000003","20001895","20002659","20003","20953","20125"
"20000003","20001895","20002660","20003","20953","20126"
"20000003","20001895","20002713","20003","20953","20179"
"20000003","20001895","20002714","20003","20953","20180"
"20000003","20001895","20002715","20003","20953","20181"
"20000003","20001897","20002675","20003","20955","20141"
"20000003","20001897","20002676","20003","20955","20142"
"20000003","20001897","20002677","20003","20955","20143"
"20000003","20001897","20002731","20003","20955","20197"
"20000003","20001897","20002732","20003","20955","20198"
"20000003","20001898","20002650","20003","20956","20116"
"20000003","20001898","20002651","20003","20956","20117"
"20000003","20001898","20002706","20003","20956","20172"
"20000003","20001898","20002707","20003","20956","20173"
"20000003","20001899","20002659","20003","20957","20125"
"20000003","20001899","20002660","20003","20957","20126"
"20000003","20001899","20002679","20003","20957","20145"
"20000003","20001899","20002714","20003","20957","20180"
"20000003","20001899","20002715","20003","20957","20181"
"20000003","20001899","20002716","20003","20957","20182"
"20000003","20001899","20002735","20003","20957","20201"
"20000003","20001899","20002736","20003","20957","27381"
"20000003","20001899","20002737","20003","20957","34923"
"20000003","20001899","20002738","20003","20957","39723"
"20000003","20001900","20002654","20003","20958","20120"
"20000003","20001900","20002655","20003","20958","20121"
"20000003","20001900","20002656","20003","20958","20122"
"20000003","20001900","20002710","20003","20958","20176"
"20000003","20001900","20002711","20003","20958","20177"
"20000003","20001900","20002712","20003","20958","20178"
"20000003","20001902","20002657","20003","20960","20123"
"20000003","20001902","20002712","20003","20960","20178"
"20000003","20001902","20002713","20003","20960","20179"
"20000003","20001903","20002674","20003","20961","20140"
"20000003","20001903","20002675","20003","20961","20141"
"20000003","20001903","20002729","20003","20961","20195"
"20000003","20001909","20002678","20003","20967","20144"
"20000003","20001909","20002679","20003","20967","20145"
"20000003","20001909","20002733","20003","20967","20199"
"20000003","20001909","20002734","20003","20967","20200"
"20000003","20001909","20002735","20003","20967","20201"
"20000003","20001909","20002736","20003","20967","27381"
"20000003","20001909","20002737","20003","20967","34923"
"20000003","20001909","20002738","20003","20967","39723"
"20000003","20001909","20002739","20003","20967","47272"
"20000003","20001909","20002740","20003","20967","51683"
"20000003","20001909","20002741","20003","20967","56007"
"20000003","20001909","20002742","20003","20967","58487"
"20000003","20002263","20002669","20003","22397","20135"
"20000003","20002263","20002724","20003","22397","20190"
"20000003","20002407","20002736","20003","37363","27381"
"20000003","20002407","20002737","20003","37363","34923"
"20000003","20002407","20002738","20003","37363","39723"
"20000003","20002407","20002739","20003","37363","47272"
"20000003","20002425","20002737","20003","40743","34923"
"20000003","20002425","20002738","20003","40743","39723"
"20000003","20002425","20002739","20003","40743","47272"
"20000003","20002462","20002732","20003","46643","20198"
"20000003","20002466","20002737","20003","47110","34923"
"20000003","20002466","20002738","20003","47110","39723"
"20000003","20002466","20002739","20003","47110","47272"
"20000003","20002466","20002740","20003","47110","51683"
"20000003","20002466","20002741","20003","47110","56007"
"20000003","20002466","20002742","20003","47110","58487"
"20000003","20002543","20002740","20003","52728","51683"
"20000003","20002543","20002741","20003","52728","56007"
"20000003","20002543","20002742","20003","52728","58487"
"20000003","20002543","30031936","20003","52728","30031936"
"20000003","20002549","20002740","20003","53259","51683"
"20000003","20002549","20002741","20003","53259","56007"
"20000003","20002549","20002742","20003","53259","58487"
"20000003","20002549","30031936","20003","53259","30031936"
"20000003","20002615","20002741","20003","57988","56007"
"20000003","20002615","20002742","20003","57988","58487"
"20000003","20002615","30031936","20003","57988","30031936"
"20000003","30002548","20002741","20003","30002548","56007"
"20000003","30002548","20002742","20003","30002548","58487"
"20000003","36298053","30031936","20003","36298053","30031936"
"20000004","20000900","20002654","20004","22098","20120"
"20000004","20000900","20002655","20004","22098","20121"
"20000004","20000900","20002658","20004","22098","20124"
"20000004","20000900","20002659","20004","22098","20125"
"20000004","20000900","20002660","20004","22098","20126"
"20000004","20000900","20002710","20004","22098","20176"
"20000004","20000900","20002711","20004","22098","20177"
"20000004","20000900","20002714","20004","22098","20180"
"20000004","20000900","20002715","20004","22098","20181"
"20000004","20000902","20002713","20004","22100","20179"
"20000004","20000985","20002656","20004","22184","20122"
"20000004","20000985","20002657","20004","22184","20123"
"20000004","20000985","20002711","20004","22184","20177"
"20000004","20000985","20002712","20004","22184","20178"
"20000004","20001175","20002652","20004","20229","20118"
"20000004","20001175","20002653","20004","20229","20119"
"20000004","20001175","20002707","20004","20229","20173"
"20000004","20001175","20002708","20004","20229","20174"
"20000004","20001175","20002709","20004","20229","20175"
"20000004","20001177","20002653","20004","20231","20119"
"20000004","20001177","20002654","20004","20231","20120"
"20000004","20001177","20002655","20004","20231","20121"
"20000004","20001177","20002709","20004","20231","20175"
"20000004","20001177","20002710","20004","20231","20176"
"20000004","20001183","20002708","20004","20237","20174"
"20000004","20001184","20002653","20004","20238","20119"
"20000004","20001184","20002708","20004","20238","20174"
"20000004","20001184","20002709","20004","20238","20175"
"20000004","20001336","20002656","20004","20390","20122"
"20000004","20001336","20002657","20004","20390","20123"
"20000004","20001336","20002711","20004","20390","20177"
"20000004","20001336","20002712","20004","20390","20178"
"20000004","20001359","20002655","20004","20414","20121"
"20000004","20001359","20002658","20004","20414","20124"
"20000004","20001359","20002710","20004","20414","20176"
"20000004","20001359","20002711","20004","20414","20177"
"20000004","20001361","20002657","20004","20416","20123"
"20000004","20001361","20002658","20004","20416","20124"
"20000004","20001361","20002712","20004","20416","20178"
"20000004","20001361","20002713","20004","20416","20179"
"20000004","20001361","20002714","20004","20416","20180"
"20000005","20000129","20002724","20005","21321","20190"
"20000005","20000160","20002668","20005","21352","20134"
"20000005","20000160","20002724","20005","21352","20190"
"20000005","20000195","20002674","20005","21388","20140"
"20000005","20000195","20002675","20005","21388","20141"
"20000005","20000195","20002676","20005","21388","20142"
"20000005","20000195","20002678","20005","21388","20144"
"20000005","20000195","20002730","20005","21388","20196"
"20000005","20000195","20002731","20005","21388","20197"
"20000005","20000195","20002734","20005","21388","20200"
"20000005","20000199","20002669","20005","21392","20135"
"20000005","20000199","20002670","20005","21392","20136"
"20000005","20000199","20002673","20005","21392","20139"
"20000005","20000199","20002674","20005","21392","20140"
"20000005","20000199","20002676","20005","21392","20142"
"20000005","20000199","20002677","20005","21392","20143"
"20000005","20000199","20002678","20005","21392","20144"
"20000005","20000199","20002679","20005","21392","20145"
"20000005","20000199","20002725","20005","21392","20191"
"20000005","20000199","20002726","20005","21392","20192"
"20000005","20000199","20002728","20005","21392","20194"
"20000005","20000199","20002729","20005","21392","20195"
"20000005","20000199","20002730","20005","21392","20196"
"20000005","20000199","20002731","20005","21392","20197"
"20000005","20000199","20002732","20005","21392","20198"
"20000005","20000199","20002733","20005","21392","20199"
"20000005","20000199","20002735","20005","21392","20201"
"20000005","20000199","20002736","20005","21392","27381"
"20000005","20000199","20002737","20005","21392","34923"
"20000005","20000199","20002738","20005","21392","39723"
"20000005","20000199","20002739","20005","21392","47272"
"20000005","20000199","20002741","20005","21392","56007"
"20000005","20000199","20002742","20005","21392","58487"
"20000005","20000199","30031936","20005","21392","30031936"
"20000005","20000199","35797618","20005","21392","35797618"
"20000005","20000203","20002669","20005","21396","20135"
"20000005","20000203","20002671","20005","21396","20137"
"20000005","20000203","20002675","20005","21396","20141"
"20000005","20000203","20002676","20005","21396","20142"
"20000005","20000203","20002677","20005","21396","20143"
"20000005","20000203","20002678","20005","21396","20144"
"20000005","20000203","20002679","20005","21396","20145"
"20000005","20000203","20002726","20005","21396","20192"
"20000005","20000203","20002727","20005","21396","20193"
"20000005","20000203","20002731","20005","21396","20197"
"20000005","20000203","20002732","20005","21396","20198"
"20000005","20000203","20002734","20005","21396","20200"
"20000005","20000203","20002735","20005","21396","20201"
"20000005","20000203","20002736","20005","21396","27381"
"20000005","20000203","20002739","20005","21396","47272"
"20000005","20000203","20002740","20005","21396","51683"
"20000005","20000203","20002741","20005","21396","56007"
"20000005","20000203","20002742","20005","21396","58487"
"20000005","20000226","20002669","20005","21420","20135"
"20000005","20000226","20002678","20005","21420","20144"
"20000005","20000226","20002679","20005","21420","20145"
"20000005","20000226","20002724","20005","21420","20190"
"20000005","20000226","20002734","20005","21420","20200"
"20000005","20000226","20002735","20005","21420","20201"
"20000005","20000226","20002736","20005","21420","27381"
"20000005","20000226","20002738","20005","21420","39723"
"20000005","20000226","20002739","20005","21420","47272"
"20000005","20000226","20002740","20005","21420","51683"
"20000005","20000226","20002741","20005","21420","56007"
"20000005","20000226","20002742","20005","21420","58487"
"20000005","20000226","30031936","20005","21420","30031936"
"20000005","20000226","35797618","20005","21420","35797618"
"20000005","20001111","20002677","20005","22310","20143"
"20000005","20001111","20002678","20005","22310","20144"
"20000005","20001111","20002679","20005","22310","20145"
"20000005","20001111","20002733","20005","22310","20199"
"20000005","20001111","20002734","20005","22310","20200"
"20000005","20001111","20002735","20005","22310","20201"
"20000005","20001111","20002736","20005","22310","27381"
"20000005","20001111","20002737","20005","22310","34923"
"20000005","20001111","20002738","20005","22310","39723"
"20000005","20001111","20002739","20005","22310","47272"
"20000005","20001111","20002740","20005","22310","51683"
"20000005","20001111","20002741","20005","22310","56007"
"20000005","20001111","20002742","20005","22310","58487"
"20000005","20001111","30031936","20005","22310","30031936"
"20000005","20001111","35797618","20005","22310","35797618"
"20000005","20001113","20002679","20005","22312","20145"
"20000005","20001113","20002735","20005","22312","20201"
"20000005","20001113","20002736","20005","22312","27381"
"20000005","20001113","20002737","20005","22312","34923"
"20000005","20001113","20002738","20005","22312","39723"
"20000005","20001113","20002739","20005","22312","47272"
"20000005","20001113","20002740","20005","22312","51683"
"20000005","20001113","20002741","20005","22312","56007"
"20000005","20001113","20002742","20005","22312","58487"
"20000005","20001113","30031936","20005","22312","30031936"
"20000005","20001134","20002673","20005","22333","20139"
"20000005","20001134","20002674","20005","22333","20140"
"20000005","20001134","20002675","20005","22333","20141"
"20000005","20001134","20002676","20005","22333","20142"
"20000005","20001134","20002729","20005","22333","20195"
"20000005","20001134","20002730","20005","22333","20196"
"20000005","20001134","20002731","20005","22333","20197"
"20000005","20001135","20002678","20005","22334","20144"
"20000005","20001135","20002679","20005","22334","20145"
"20000005","20001135","20002734","20005","22334","20200"
"20000005","20001223","20002656","20005","20277","20122"
"20000005","20001223","20002657","20005","20277","20123"
"20000005","20001223","20002712","20005","20277","20178"
"20000005","20001227","20002679","20005","20281","20145"
"20000005","20001227","20002735","20005","20281","20201"
"20000005","20001227","20002736","20005","20281","27381"
"20000005","20001227","20002737","20005","20281","34923"
"20000005","20001227","20002738","20005","20281","39723"
"20000005","20001227","20002739","20005","20281","47272"
"20000005","20001238","20002679","20005","20292","20145"
"20000005","20001238","20002735","20005","20292","20201"
"20000005","20001238","20002736","20005","20292","27381"
"20000005","20001238","20002737","20005","20292","34923"
"20000005","20001238","20002738","20005","20292","39723"
"20000005","20001238","20002739","20005","20292","47272"
"20000005","20001250","20002658","20005","20304","20124"
"20000005","20001250","20002659","20005","20304","20125"
"20000005","20001250","20002660","20005","20304","20126"
"20000005","20001250","20002713","20005","20304","20179"
"20000005","20001250","20002714","20005","20304","20180"
"20000005","20001250","20002715","20005","20304","20181"
"20000005","20001252","20002659","20005","20306","20125"
"20000005","20001252","20002660","20005","20306","20126"
"20000005","20001252","20002661","20005","20306","20127"
"20000005","20001252","20002662","20005","20306","20128"
"20000005","20001252","20002663","20005","20306","20129"
"20000005","20001252","20002715","20005","20306","20181"
"20000005","20001252","20002716","20005","20306","20182"
"20000005","20001252","20002717","20005","20306","20183"
"20000005","20001252","20002718","20005","20306","20184"
"20000005","20001266","20002658","20005","20320","20124"
"20000005","20001266","20002659","20005","20320","20125"
"20000005","20001266","20002660","20005","20320","20126"
"20000005","20001266","20002713","20005","20320","20179"
"20000005","20001266","20002714","20005","20320","20180"
"20000005","20001266","20002715","20005","20320","20181"
"20000005","20001266","20002716","20005","20320","20182"
"20000005","20001267","20002740","20005","20321","51683"
"20000005","20001267","20002741","20005","20321","56007"
"20000005","20001267","20002742","20005","20321","58487"
"20000005","20001275","20002657","20005","20329","20123"
"20000005","20001275","20002658","20005","20329","20124"
"20000005","20001275","20002659","20005","20329","20125"
"20000005","20001275","20002712","20005","20329","20178"
"20000005","20001275","20002713","20005","20329","20179"
"20000005","20001275","20002714","20005","20329","20180"
"20000005","20001302","30031936","20005","20356","30031936"
"20000005","20001302","35797618","20005","20356","35797618"
"20000005","20001306","20002656","20005","20360","20122"
"20000005","20001306","20002711","20005","20360","20177"
"20000005","20001306","20002712","20005","20360","20178"
"20000005","20001323","20002660","20005","20377","20126"
"20000005","20001323","20002715","20005","20377","20181"
"20000005","20001323","20002716","20005","20377","20182"
"20000005","20001332","20002661","20005","20386","20127"
"20000005","20001332","20002662","20005","20386","20128"
"20000005","20001332","20002663","20005","20386","20129"
"20000005","20001332","20002717","20005","20386","20183"
"20000005","20001332","20002718","20005","20386","20184"
"20000005","20001335","20002660","20005","20389","20126"
"20000005","20001335","20002715","20005","20389","20181"
"20000005","20001335","20002716","20005","20389","20182"
"20000005","20001352","20002664","20005","20406","20130"
"20000005","20001352","20002665","20005","20406","20131"
"20000005","20001352","20002666","20005","20406","20132"
"20000005","20001352","20002719","20005","20406","20185"
"20000005","20001352","20002720","20005","20406","20186"
"20000005","20001352","20002721","20005","20406","20187"
"20000005","20001352","20002722","20005","20406","20188"
"20000005","20001352","20002739","20005","20406","47272"
"20000005","20001352","20002740","20005","20406","51683"
"20000005","20001352","20002741","20005","20406","56007"
"20000005","20001352","20002742","20005","20406","58487"
"20000005","20001352","30031936","20005","20406","30031936"
"20000005","20001352","35797618","20005","20406","35797618"
"20000005","20001353","20002667","20005","20408","20133"
"20000005","20001353","20002668","20005","20408","20134"
"20000005","20001353","20002669","20005","20408","20135"
"20000005","20001353","20002670","20005","20408","20136"
"20000005","20001353","20002671","20005","20408","20137"
"20000005","20001353","20002672","20005","20408","20138"
"20000005","20001353","20002676","20005","20408","20142"
"20000005","20001353","20002677","20005","20408","20143"
"20000005","20001353","20002678","20005","20408","20144"
"20000005","20001353","20002723","20005","20408","20189"
"20000005","20001353","20002724","20005","20408","20190"
"20000005","20001353","20002725","20005","20408","20191"
"20000005","20001353","20002726","20005","20408","20192"
"20000005","20001353","20002727","20005","20408","20193"
"20000005","20001353","20002728","20005","20408","20194"
"20000005","20001353","20002731","20005","20408","20197"
"20000005","20001353","20002732","20005","20408","20198"
"20000005","20001353","20002733","20005","20408","20199"
"20000005","20001354","20002676","20005","20409","20142"
"20000005","20001354","20002677","20005","20409","20143"
"20000005","20001354","20002678","20005","20409","20144"
"20000005","20001354","20002731","20005","20409","20197"
"20000005","20001354","20002732","20005","20409","20198"
"20000005","20001354","20002733","20005","20409","20199"
"20000005","20001354","30031936","20005","20409","30031936"
"20000005","20001356","20002742","20005","20411","58487"
"20000005","20001356","30031936","20005","20411","30031936"
"20000005","20001356","35797618","20005","20411","35797618"
"20000005","20001379","20002740","20005","20434","51683"
"20000005","20001379","20002741","20005","20434","56007"
"20000005","20001379","20002742","20005","20434","58487"
"20000005","20001381","30031936","20005","20436","30031936"
"20000005","20001381","35797618","20005","20436","35797618"
"20000005","20001384","20002667","20005","20439","20133"
"20000005","20001384","20002671","20005","20439","20137"
"20000005","20001384","20002672","20005","20439","20138"
"20000005","20001384","20002673","20005","20439","20139"
"20000005","20001384","20002674","20005","20439","20140"
"20000005","20001384","20002723","20005","20439","20189"
"20000005","20001384","20002726","20005","20439","20192"
"20000005","20001384","20002727","20005","20439","20193"
"20000005","20001384","20002728","20005","20439","20194"
"20000005","20001384","20002729","20005","20439","20195"
"20000005","20001384","20002730","20005","20439","20196"
"20000005","20001387","20002656","20005","20442","20122"
"20000005","20001387","20002657","20005","20442","20123"
"20000005","20001387","20002711","20005","20442","20177"
"20000005","20001387","20002712","20005","20442","20178"
