"MAKEID","MODELID","ODSMAKEID","ODSMODELID"
"20000005","34434113","20005","34434113"
"20000005","34991443","20005","34991443"
"20000005","34991691","20005","34991691"
"20000005","34992056","20005","34992056"
"20000005","34992145","20005","34992145"
"20000005","35346517","20005","35346517"
"20000005","36294682","20005","36294682"
"20000005","36302078","20005","36302078"
"20000005","36303139","20005","36303139"
"20000006","20000163","20006","21355"
"20000006","20000200","20006","21393"
"20000006","20000207","20006","21401"
"20000006","20000212","20006","21406"
"20000006","20000244","20006","21438"
"20000006","20000246","20006","21440"
"20000006","20000276","20006","21470"
"20000006","20000288","20006","21482"
"20000006","20000297","20006","21491"
"20000006","20000299","20006","21493"
"20000006","20000301","20006","21495"
"20000006","20000303","20006","21497"
"20000006","20000307","20006","21501"
"20000006","20000324","20006","21518"
"20000006","20000326","20006","21520"
"20000006","20000328","20006","21522"
"20000006","20000330","20006","21524"
"20000006","20000333","20006","21527"
"20000006","20000334","20006","21528"
"20000006","20000336","20006","21530"
"20000006","20000338","20006","21532"
"20000006","20000341","20006","21535"
"20000006","20000342","20006","21536"
"20000006","20000344","20006","21538"
"20000006","20000349","20006","21543"
"20000006","20000350","20006","21544"
"20000006","20000351","20006","21545"
"20000006","20000352","20006","21546"
"20000006","20000353","20006","21547"
"20000006","20000364","20006","21558"
"20000006","20000365","20006","21559"
"20000006","20000366","20006","21560"
"20000006","20000368","20006","21562"
"20000006","20000371","20006","21565"
"20000006","20000373","20006","21567"
"20000006","20000394","20006","21588"
"20000006","20000396","20006","21590"
"20000006","20000397","20006","21591"
"20000006","20000420","20006","21614"
"20000006","20000427","20006","21621"
"20000006","20000429","20006","21623"
"20000006","20000430","20006","21624"
"20000006","20000437","20006","21631"
"20000006","20000454","20006","21648"
"20000006","20000461","20006","21655"
"20000006","20000519","20006","21713"
"20000006","20000603","20006","21798"
"20000006","20000635","20006","21830"
"20000006","20000637","20006","21832"
"20000006","20000681","20006","21876"
"20000006","20000683","20006","21878"
"20000006","20000688","20006","21883"
"20000006","20000741","20006","21937"
"20000006","20000743","20006","21939"
"20000006","20000759","20006","21956"
"20000006","20000765","20006","21962"
"20000006","20000781","20006","21978"
"20000006","20000791","20006","21988"
"20000006","20000799","20006","21996"
"20000006","20000816","20006","22013"
"20000006","20000879","20006","22077"
"20000006","20000884","20006","22082"
"20000006","20000906","20006","22104"
"20000006","20000931","20006","22129"
"20000006","20000939","20006","22137"
"20000006","20000952","20006","22150"
"20000006","20000969","20006","22167"
"20000006","20000980","20006","22178"
"20000006","20001174","20006","22374"
"20000006","20001589","20006","20644"
"20000006","20001711","20006","20768"
"20000006","20001738","20006","20795"
"20000006","20001768","20006","20826"
"20000006","20001995","20006","21054"
"20000006","20001999","20006","21058"
"20000006","20002002","20006","21061"
"20000006","20002012","20006","21071"
"20000006","20002019","20006","21078"
"20000006","20002037","20006","21096"
"20000006","20002110","20006","21170"
"20000006","20002116","20006","21176"
"20000006","20002134","20006","21194"
"20000006","20002136","20006","21196"
"20000006","20002140","20006","21200"
"20000006","20002142","20006","21202"
"20000006","20002186","20006","21246"
"20000006","20002209","20006","21269"
"20000006","20002459","20006","46183"
"20000006","30000872","20006","30000872"
"20000006","33796893","20006","33796893"
"20000006","36321969","20006","36321969"
"20000006","36321972","20006","36321972"
"20000007","20000225","20007","21419"
"20000007","20001026","20007","22225"
"20000008","20000135","20008","21327"
"20000008","20000179","20008","21372"
"20000008","20000181","20008","21374"
"20000008","20000392","20008","21586"
"20000008","20000495","20008","21689"
"20000008","20000496","20008","21690"
"20000008","20000507","20008","21701"
"20000008","20000532","20008","21726"
"20000008","20000550","20008","21744"
"20000008","20000606","20008","21801"
"20000008","20000647","20008","21842"
"20000008","20000705","20008","21901"
"20000008","20000725","20008","21921"
"20000008","20000774","20008","21971"
"20000008","20000778","20008","21975"
"20000008","20000782","20008","21979"
"20000008","20000784","20008","21981"
"20000008","20000802","20008","21999"
"20000008","20000811","20008","22008"
"20000008","20000818","20008","22015"
"20000008","20000825","20008","22022"
"20000008","20000826","20008","22023"
"20000008","20000827","20008","22024"
"20000008","20000831","20008","22028"
"20000008","20000838","20008","22035"
"20000008","20000844","20008","22041"
"20000008","20000848","20008","22046"
"20000008","20000852","20008","22050"
"20000008","20000856","20008","22054"
"20000008","20000858","20008","22056"
"20000008","20000949","20008","22147"
"20000008","20000992","20008","22191"
"20000008","20001088","20008","22287"
"20000008","20001095","20008","22294"
"20000008","20001102","20008","22301"
"20000008","20001249","20008","20303"
"20000008","20001334","20008","20388"
"20000008","20001340","20008","20394"
"20000008","20001372","20008","20427"
"20000008","20001567","20008","20622"
"20000008","20001572","20008","20627"
"20000008","20001592","20008","20647"
"20000008","20001593","20008","20648"
"20000008","20001680","20008","20737"
"20000008","20001682","20008","20739"
"20000008","20001684","20008","20741"
"20000008","20001689","20008","20746"
"20000008","20001696","20008","20753"
"20000008","20001700","20008","20757"
"20000008","20001703","20008","20760"
"20000008","20001706","20008","20763"
"20000008","20001722","20008","20779"
"20000008","20001764","20008","20822"
"20000008","20001801","20008","20859"
"20000008","20001807","20008","20865"
"20000008","20001808","20008","20866"
"20000008","20001838","20008","20896"
"20000008","20001840","20008","20898"
"20000008","20001971","20008","21030"
"20000008","20002024","20008","21083"
"20000008","20002064","20008","21123"
"20000008","20002193","20008","21253"
"20000008","20002200","20008","21260"
"20000008","20002202","20008","21262"
"20000008","20002203","20008","21263"
"20000008","36290525","20008","36290525"
"20000009","20000177","20009","21370"
"20000009","20000202","20009","21395"
"20000009","20000538","20009","21732"
"20000010","20000251","20010","21445"
"20000010","20000735","20010","21931"
"20000010","20000995","20010","22194"
"20000010","20001178","20010","20232"
"20000010","20001188","20010","20242"
"20000010","20001223","20010","20277"
"20000010","20001250","20010","20304"
"20000010","20001253","20010","20307"
"20000010","20001257","20010","20311"
"20000010","20001266","20010","20320"
"20000010","20001282","20010","20336"
"20000010","20001285","20010","20339"
"20000010","20001322","20010","20376"
"20000010","20001328","20010","20382"
"20000010","20001343","20010","20397"
"20000010","20001351","20010","20405"
"20000010","20001375","20010","20430"
"20000010","20001406","20010","20461"
"20000010","20001412","20010","20467"
"20000010","20001461","20010","20516"
"20000010","20001465","20010","20520"
"20000010","20001473","20010","20528"
"20000010","20001488","20010","20543"
"20000010","20001622","20010","20679"
"20000010","20001650","20010","20707"
"20000010","20002034","20010","21093"
"20000010","20002072","20010","21131"
"20000010","30001080","20010","30001080"
"20000011","20001919","20011","20977"
"20000012","20000168","20012","21361"
"20000012","20000217","20012","21411"
"20000012","20000285","20012","21479"
"20000012","20000300","20012","21494"
"20000012","20000307","20012","21501"
"20000012","20000312","20012","21506"
"20000012","20000313","20012","21507"
"20000012","20000356","20012","21550"
"20000012","20000472","20012","21666"
"20000012","20000494","20012","21688"
"20000012","20000497","20012","21691"
"20000012","20000502","20012","21696"
"20000012","20000513","20012","21707"
"20000012","20000533","20012","21727"
"20000012","20000539","20012","21733"
"20000012","20000581","20012","21775"
"20000012","20000584","20012","21779"
"20000012","20000591","20012","21786"
"20000012","20000607","20012","21802"
"20000012","20000608","20012","21803"
"20000012","20000609","20012","21804"
"20000012","20000612","20012","21807"
"20000012","20000647","20012","21842"
"20000012","20000659","20012","21854"
"20000012","20000663","20012","21858"
"20000012","20000665","20012","21860"
"20000012","20000666","20012","21861"
"20000012","20000673","20012","21868"
"20000012","20000733","20012","21929"
"20000012","20000769","20012","21966"
"20000012","20000775","20012","21972"
"20000012","20000781","20012","21978"
"20000012","20000783","20012","21980"
"20000012","20000843","20012","22040"
"20000012","20000891","20012","22089"
"20000012","20000906","20012","22104"
"20000012","20000918","20012","22116"
"20000012","20000926","20012","22124"
"20000012","20000932","20012","22130"
"20000012","20000952","20012","22150"
"20000012","20000976","20012","22174"
"20000012","20000984","20012","22183"
"20000012","20000987","20012","22186"
"20000012","20000989","20012","22188"
"20000012","20000994","20012","22193"
"20000012","20001004","20012","22203"
"20000012","20001006","20012","22205"
"20000012","20001079","20012","22278"
"20000012","20001092","20012","22291"
"20000012","20001094","20012","22293"
"20000012","20001100","20012","22299"
"20000012","20001154","20012","22353"
"20000012","20001163","20012","22363"
"20000012","20001170","20012","22370"
"20000012","20001171","20012","22371"
"20000012","20001279","20012","20333"
"20000012","20001327","20012","20381"
"20000012","20001354","20012","20409"
"20000012","20001381","20012","20436"
"20000012","20001407","20012","20462"
"20000012","20001440","20012","20495"
"20000012","20001509","20012","20564"
"20000012","20001582","20012","20637"
"20000012","20001593","20012","20648"
"20000012","20001607","20012","20663"
"20000012","20001719","20012","20776"
"20000012","20001726","20012","20783"
"20000012","20001737","20012","20794"
"20000012","20001750","20012","20807"
"20000012","20001773","20012","20831"
"20000012","20001782","20012","20840"
"20000012","20001804","20012","20862"
"20000012","20001808","20012","20866"
"20000012","20001809","20012","20867"
"20000012","20001836","20012","20894"
"20000012","20001844","20012","20902"
"20000012","20001846","20012","20904"
"20000012","20001860","20012","20918"
"20000012","20001878","20012","20936"
"20000012","20001880","20012","20938"
"20000012","20001883","20012","20941"
"20000012","20001887","20012","20945"
"20000012","20001888","20012","20946"
"20000012","20001890","20012","20948"
"20000012","20001892","20012","20950"
"20000012","20001894","20012","20952"
"20000012","20001896","20012","20954"
"20000012","20001901","20012","20959"
"20000012","20001904","20012","20962"
"20000012","20001907","20012","20965"
"20000012","20001908","20012","20966"
"20000012","20001910","20012","20968"
"20000012","20001911","20012","20969"
"20000012","20001913","20012","20971"
"20000012","20001914","20012","20972"
"20000012","20001915","20012","20973"
"20000012","20001917","20012","20975"
"20000012","20001920","20012","20978"
"20000012","20001921","20012","20979"
"20000012","20001923","20012","20981"
"20000012","20001926","20012","20984"
"20000012","20001931","20012","20989"
"20000012","20001933","20012","20991"
"20000012","20001946","20012","21004"
"20000012","20001948","20012","21006"
"20000012","20001957","20012","21015"
"20000012","20001961","20012","21019"
"20000012","20001970","20012","21028"
"20000012","20002050","20012","21109"
"20000012","20002061","20012","21120"
"20000012","20002189","20012","21249"
"20000012","20002208","20012","21268"
"20000012","20002226","20012","21286"
"20000012","20002518","20012","51826"
"20000013","20000551","20013","21745"
"20000013","20000679","20013","21874"
"20000013","20001081","20013","22280"
"20000013","20001788","20013","20846"
"20000013","20001811","20013","20869"
"20000014","20000162","20014","21354"
"20000014","20000474","20014","21668"
"20000014","20000487","20014","21681"
"20000014","20000942","20014","22140"
"20000014","20000944","20014","22142"
"20000014","20001063","20014","22262"
"20000014","20001255","20014","20309"
"20000014","20001321","20014","20375"
"20000014","20001358","20014","20413"
"20000014","20001365","20014","20420"
"20000014","20001371","20014","20426"
"20000014","20001382","20014","20437"
"20000014","20001389","20014","20444"
"20000014","20001391","20014","20446"
"20000014","20001402","20014","20457"
"20000014","20001411","20014","20466"
"20000014","20001425","20014","20480"
"20000014","20001434","20014","20489"
"20000014","20001435","20014","20490"
"20000014","20001436","20014","20491"
"20000014","20001437","20014","20492"
"20000014","20001446","20014","20501"
"20000014","20001450","20014","20505"
"20000014","20001453","20014","20508"
"20000014","20001711","20014","20768"
"20000014","20001774","20014","20832"
"20000014","20001920","20014","20978"
"20000014","20001939","20014","20997"
"20000014","20002018","20014","21077"
"20000014","20002021","20014","21080"
"20000014","20002040","20014","21099"
"20000014","20002058","20014","21117"
"20000014","20002060","20014","21119"
"20000014","20002062","20014","21121"
"20000014","20002118","20014","21178"
"20000014","20002120","20014","21180"
"20000014","20002122","20014","21182"
"20000014","20002124","20014","21184"
"20000014","20002143","20014","21203"
"20000014","20002146","20014","21206"
"20000014","20002147","20014","21207"
"20000014","20002402","20014","36544"
"20000014","20002419","20014","40083"
"20000014","20002441","20014","42703"
"20000014","20002484","20014","48063"
"20000014","20002514","20014","51283"
"20000014","20002532","20014","52427"
"20000014","30002053","20014","30002053"
"20000014","33676107","20014","33676107"
"20000014","35331199","20014","35331199"
"20000014","36302758","20014","36302758"
"20000014","36318180","20014","36318180"
"20000015","20000155","20015","21347"
"20000015","20000157","20015","21349"
"20000015","20000172","20015","21365"
"20000015","20000173","20015","21366"
"20000015","20000174","20015","21367"
"20000015","20000241","20015","21435"
"20000015","20000274","20015","21468"
"20000015","20000287","20015","21481"
"20000015","20000289","20015","21483"
"20000015","20000290","20015","21484"
"20000015","20000291","20015","21485"
"20000015","20000295","20015","21489"
"20000015","20000317","20015","21511"
"20000015","20000325","20015","21519"
"20000015","20000354","20015","21548"
"20000015","20000372","20015","21566"
"20000015","20000373","20015","21567"
"20000015","20000374","20015","21568"
"20000015","20000376","20015","21570"
"20000015","20000378","20015","21572"
"20000015","20000380","20015","21574"
"20000015","20000384","20015","21578"
"20000015","20000387","20015","21581"
"20000015","20000389","20015","21583"
"20000015","20000405","20015","21599"
"20000015","20000408","20015","21602"
"20000015","20000410","20015","21604"
"20000015","20000411","20015","21605"
"20000015","20000419","20015","21613"
"20000015","20000424","20015","21618"
"20000015","20000426","20015","21620"
"20000015","20000428","20015","21622"
"20000015","20000429","20015","21623"
"20000015","20000430","20015","21624"
"20000015","20000437","20015","21631"
"20000015","20000447","20015","21641"
"20000015","20000454","20015","21648"
"20000015","20000459","20015","21653"
"20000015","20000461","20015","21655"
"20000015","20000463","20015","21657"
"20000015","20000490","20015","21684"
"20000015","20000513","20015","21707"
"20000015","20000518","20015","21712"
"20000015","20000521","20015","21715"
"20000015","20000529","20015","21723"
"20000015","20000537","20015","21731"
"20000015","20000554","20015","21748"
"20000015","20000558","20015","21752"
"20000015","20000581","20015","21775"
"20000015","20000614","20015","21809"
"20000015","20000639","20015","21834"
"20000015","20000675","20015","21870"
"20000015","20000679","20015","21874"
"20000015","20000731","20015","21927"
"20000015","20000904","20015","22102"
"20000015","20000918","20015","22116"
"20000015","20000936","20015","22134"
"20000015","20000941","20015","22139"
"20000015","20000966","20015","22164"
"20000015","20000975","20015","22173"
"20000015","20000977","20015","22175"
"20000015","20000979","20015","22177"
"20000015","20001015","20015","22214"
"20000015","20001057","20015","22256"
"20000015","20001059","20015","22258"
"20000015","20001064","20015","22263"
"20000015","20001070","20015","22269"
"20000015","20001072","20015","22271"
"20000015","20001136","20015","22335"
"20000015","20001154","20015","22353"
"20000015","20001161","20015","22361"
"20000015","20001397","20015","20452"
"20000015","20001563","20015","20618"
"20000015","20001596","20015","20651"
"20000015","20001653","20015","20710"
"20000015","20001660","20015","20717"
"20000015","20001769","20015","20827"
"20000015","20001795","20015","20853"
"20000015","20001823","20015","20881"
"20000015","20001829","20015","20887"
"20000015","20001833","20015","20891"
"20000015","20001834","20015","20892"
"20000015","20001835","20015","20893"
"20000015","20001839","20015","20897"
"20000015","20001844","20015","20902"
"20000015","20001845","20015","20903"
"20000015","20001848","20015","20906"
"20000015","20001854","20015","20912"
"20000015","20001858","20015","20916"
"20000015","20001862","20015","20920"
"20000015","20001946","20015","21004"
"20000015","20001972","20015","21031"
"20000015","20001980","20015","21039"
"20000015","20001991","20015","21050"
"20000015","20002010","20015","21069"
"20000015","20002011","20015","21070"
"20000015","20002026","20015","21085"
"20000015","20002028","20015","21087"
"20000015","20002029","20015","21088"
"20000015","20002031","20015","21090"
"20000015","20002036","20015","21095"
"20000015","20002038","20015","21097"
"20000015","20002042","20015","21101"
"20000015","20002043","20015","21102"
"20000015","20002045","20015","21104"
"20000015","20002046","20015","21105"
"20000015","20002048","20015","21107"
"20000015","20002053","20015","21112"
"20000015","20002054","20015","21113"
"20000015","20002055","20015","21114"
"20000015","20002056","20015","21115"
"20000015","20002057","20015","21116"
"20000015","20002059","20015","21118"
"20000015","20002074","20015","21133"
"20000015","20002076","20015","21135"
"20000015","20002077","20015","21136"
"20000015","20002078","20015","21137"
"20000015","20002079","20015","21138"
"20000015","20002080","20015","21139"
"20000015","20002082","20015","21141"
"20000015","20002085","20015","21144"
"20000015","20002087","20015","21146"
"20000015","20002090","20015","21149"
"20000015","20002097","20015","21156"
"20000015","20002109","20015","21169"
"20000015","20002115","20015","21175"
"20000015","20002131","20015","21191"
"20000015","20002133","20015","21193"
"20000015","20002143","20015","21203"
"20000015","20002152","20015","21212"
"20000015","20002155","20015","21215"
"20000015","20002157","20015","21217"
"20000015","20002158","20015","21218"
"20000015","20002159","20015","21219"
"20000015","20002185","20015","21245"
"20000015","20002188","20015","21248"
"20000015","20002241","20015","22375"
"20000015","20002255","20015","22389"
"20000015","20002325","20015","26501"
"20000015","20002326","20015","26502"
"20000015","20002327","20015","26503"
"20000015","20002330","20015","26506"
"20000015","20002331","20015","26507"
"20000015","20002341","20015","27661"
"20000015","20002350","20015","28203"
"20000015","20002420","20015","40343"
"20000015","20002439","20015","42464"
"20000015","20002440","20015","42543"
"20000015","20002492","20015","48704"
"20000015","20002494","20015","49085"
"20000015","20002504","20015","50243"
"20000015","20002546","20015","53027"
"20000015","20002574","20015","55487"
"20000015","20002593","20015","56747"
"20000015","20002594","20015","56748"
"20000015","20002595","20015","56749"
"20000015","20002606","20015","57387"
"20000015","20002609","20015","57767"
"20000015","30021281","20015","30021281"
"20000015","30032338","20015","30032338"
"20000015","30036452","20015","30036452"
"20000015","36284899","20015","36284899"
"20000015","36301573","20015","36301573"
"20000015","36324071","20015","36324071"
"20000017","20000526","20017","21720"
"20000017","20000535","20017","21729"
"20000017","20000540","20017","21734"
"20000017","20000547","20017","21741"
"20000017","20000689","20017","21884"
"20000017","20000714","20017","21910"
"20000017","20001138","20017","22337"
"20000017","20001440","20017","20495"
"20000017","20001551","20017","20606"
"20000017","20001556","20017","20611"
"20000017","20001705","20017","20762"
"20000017","20001724","20017","20781"
"20000017","20001765","20017","20823"
"20000017","20001790","20017","20848"
"20000017","20001996","20017","21055"
"20000017","20002069","20017","21128"
"20000017","20002240","20017","21300"
"20000017","20002372","20017","34203"
"20000017","20002375","20017","34743"
"20000017","20002388","20017","35363"
"20000017","20002470","20017","47276"
"20000017","20002531","20017","52227"
"20000017","30000212","20017","30000212"
"20000017","36305422","20017","36305422"
"20000018","20002169","20018","21229"
"20000018","20002170","20018","21230"
"20000018","20002197","20018","21257"
"20000018","20002198","20018","21258"
"20000018","20002323","20018","26261"
"20000019","20000119","20019","21311"
"20000019","20000201","20019","21394"
"20000019","20000222","20019","21416"
"20000019","20000224","20019","21418"
"20000019","20000566","20019","21760"
"20000019","20000611","20019","21806"
"20000019","20000613","20019","21808"
"20000019","20001987","20019","21046"
"20000019","20002049","20019","21108"
"20000019","20002051","20019","21110"
"20000019","20002070","20019","21129"
"20000019","20002092","20019","21151"
"20000019","20002094","20019","21153"
"20000019","20002119","20019","21179"
"20000019","20002176","20019","21236"
"20000019","20002219","20019","21279"
"20000019","20002383","20019","35027"
"20000019","20002384","20019","35028"
"20000019","20002414","20019","38826"
"20000019","20002427","20019","40845"
"20000019","20002472","20019","47283"
"20000019","20002497","20019","49584"
"20000019","20002498","20019","49585"
"20000019","20002499","20019","49665"
"20000019","20002525","20019","52108"
"20000019","20002537","20019","52654"
"20000019","20002545","20019","52969"
"20000019","20002556","20019","54187"
"20000019","20002559","20019","54413"
"20000019","20002562","20019","54450"
"20000019","20002563","20019","54451"
"20000019","20002565","20019","54539"
"20000019","20002572","20019","54814"
"20000019","20002573","20019","54868"
"20000019","20002591","20019","56611"
"20000019","20002619","20019","58407"
"20000019","20002622","20019","58567"
"20000019","30032110","20019","30032110"
"20000019","33482960","20019","33482960"
"20000020","20000499","20020","21693"
"20000020","20000581","20020","21775"
"20000020","20000643","20020","21838"
"20000020","20000697","20020","21892"
"20000020","20001009","20020","22208"
"20000020","20001012","20020","22211"
"20000020","20001069","20020","22268"
"20000020","20001139","20020","22338"
"20000020","20001140","20020","22339"
"20000020","20001580","20020","20635"
"20000020","20001586","20020","20641"
"20000020","20001608","20020","20665"
"20000020","20002201","20020","21261"
"20000020","20002204","20020","21264"
"20000020","20002217","20020","21277"
"20000020","20002265","20020","22399"
"20000020","20002266","20020","22400"
"20000021","20000117","20021","21309"
"20000021","20000125","20021","21317"
"20000021","20000206","20021","21399"
"20000021","20000572","20021","21766"
"20000021","20000723","20021","21919"
"20000021","20001098","20021","22297"
"20000021","20001107","20021","22306"
"20000021","20001693","20021","20750"
"20000021","20001695","20021","20752"
"20000021","20001702","20021","20759"
"20000021","20001712","20021","20769"
"20000021","20001714","20021","20771"
"20000021","20001757","20021","20814"
"20000021","20001777","20021","20835"
"20000021","20001800","20021","20858"
"20000021","20001802","20021","20860"
"20000021","20001806","20021","20864"
"20000021","20002162","20021","21222"
"20000021","20002166","20021","21226"
"20000021","20002212","20021","21272"
"20000021","20002220","20021","21280"
"20000021","20002324","20021","26381"
"20000021","20002596","20021","56807"
"20000021","36310138","20021","36310138"
"20000022","20000196","20022","21389"
"20000022","20000223","20022","21417"
"20000022","20000952","20022","22150"
"20000022","20001153","20022","22352"
"20000022","20001164","20022","22364"
"20000022","20001728","20022","20785"
"20000022","20001916","20022","20974"
"20000022","20001959","20022","21017"
"20000022","20001976","20022","21035"
"20000022","20002513","20022","51263"
"20000022","30019667","20022","30019667"
"20000023","20001356","20023","20411"
"20000023","20001380","20023","20435"
"20000023","20001389","20023","20444"
"20000023","20001392","20023","20447"
"20000023","20001394","20023","20449"
"20000023","20001395","20023","20450"
"20000023","20001413","20023","20468"
"20000024","20000143","20024","21335"
"20000024","20000167","20024","21360"
"20000024","20000616","20024","21811"
"20000024","20000677","20024","21872"
"20000024","20000814","20024","22011"
"20000024","20000819","20024","22016"
"20000024","20000866","20024","22064"
"20000024","20001941","20024","20999"
"20000024","20001944","20024","21002"
"20000024","20002084","20024","21143"
"20000024","20002355","20024","30004"
"20000024","20002450","20024","43403"
"20000024","20002618","20024","58230"
"20000024","36308693","20024","36308693"
"20000025","20000169","20025","21362"
"20000025","20000209","20025","21403"
"20000025","20000210","20025","21404"
"20000025","20000231","20025","21425"
"20000025","20000234","20025","21428"
"20000025","20000238","20025","21432"
"20000025","20000240","20025","21434"
"20000025","20000259","20025","21453"
"20000025","20000261","20025","21455"
"20000025","20000263","20025","21457"
"20000025","20000265","20025","21459"
"20000025","20000267","20025","21461"
"20000025","20000346","20025","21540"
"20000025","20000390","20025","21584"
"20000025","20000409","20025","21603"
"20000025","20000413","20025","21607"
"20000025","20000433","20025","21627"
"20000025","20000435","20025","21629"
"20000025","20000453","20025","21647"
"20000025","20000454","20025","21648"
"20000025","20000456","20025","21650"
"20000025","20000525","20025","21719"
"20000025","20000553","20025","21747"
"20000025","20001087","20025","22286"
"20000025","20001137","20025","22336"
"20000025","20001160","20025","22360"
"20000025","20001612","20025","20669"
"20000025","20001644","20025","20701"
"20000025","20001723","20025","20780"
"20000025","20001791","20025","20849"
"20000025","20001827","20025","20885"
"20000025","20001844","20025","20902"
"20000025","20002349","20025","27841"
"20000025","20002360","20025","31203"
"20000025","20002409","20025","38163"
"20000025","20002578","20025","56027"
"20000025","30016700","20025","30016700"
"20000026","20000208","20026","21402"
"20000026","20000229","20026","21423"
"20000026","20000230","20026","21424"
"20000026","20000239","20026","21433"
"20000026","20000268","20026","21462"
"20000026","20000951","20026","22149"
"20000026","20001036","20026","22235"
"20000026","20002258","20026","22392"
"20000026","20002390","20026","35803"
"20000027","20001033","20027","22232"
"20000027","20001120","20027","22319"
"20000027","20002339","20027","27481"
"20000028","20000220","20028","21414"
"20000028","20000629","20028","21824"
"20000028","20000682","20028","21877"
"20000028","20000710","20028","21906"
"20000028","20000734","20028","21930"
"20000028","20000736","20028","21932"
"20000028","20000984","20028","22183"
"20000028","20001235","20028","20289"
"20000028","20001239","20028","20293"
"20000028","20001240","20028","20294"
"20000028","20001243","20028","20297"
"20000028","20001244","20028","20298"
"20000028","20001246","20028","20300"
"20000028","20001249","20028","20303"
"20000028","20001259","20028","20313"
"20000028","20001261","20028","20315"
"20000028","20001263","20028","20317"
"20000028","20001265","20028","20319"
"20000028","20001272","20028","20326"
"20000028","20001281","20028","20335"
"20000028","20001283","20028","20337"
"20000028","20001288","20028","20342"
"20000028","20001294","20028","20348"
"20000028","20001298","20028","20352"
"20000028","20001299","20028","20353"
"20000028","20001301","20028","20355"
"20000028","20001302","20028","20356"
"20000028","20001303","20028","20357"
"20000028","20001304","20028","20358"
"20000028","20001305","20028","20359"
"20000028","20001312","20028","20366"
"20000028","20001314","20028","20368"
"20000028","20001316","20028","20370"
"20000028","20001318","20028","20372"
"20000028","20001320","20028","20374"
"20000028","20001325","20028","20379"
"20000028","20001326","20028","20380"
"20000028","20001334","20028","20388"
"20000028","20001337","20028","20391"
"20000028","20001339","20028","20393"
"20000028","20001340","20028","20394"
"20000028","20001341","20028","20395"
"20000028","20001342","20028","20396"
"20000028","20001344","20028","20398"
"20000028","20001346","20028","20400"
"20000028","20001348","20028","20402"
"20000028","20001363","20028","20418"
"20000028","20001366","20028","20421"
"20000028","20001367","20028","20422"
"20000028","20001368","20028","20423"
"20000028","20001374","20028","20429"
"20000028","20001376","20028","20431"
"20000028","20001378","20028","20433"
"20000028","20001385","20028","20440"
"20000028","20001386","20028","20441"
"20000028","20001398","20028","20453"
"20000028","20001404","20028","20459"
"20000028","20001405","20028","20460"
"20000028","20001421","20028","20476"
"20000028","20001423","20028","20478"
"20000028","20001440","20028","20495"
"20000028","20001688","20028","20745"
"20000028","20001699","20028","20756"
"20000028","20001701","20028","20758"
"20000028","20001718","20028","20775"
"20000028","20001956","20028","21014"
"20000028","20002117","20028","21177"
"20000028","20002130","20028","21190"
"20000028","20002340","20028","27621"
"20000028","20002399","20028","36043"
"20000028","20002544","20028","52909"
"20000028","20002560","20028","54427"
"20000028","20002586","20028","56288"
"20000028","20002610","20028","57790"
"20000028","30000114","20028","30000114"
"20000028","30002097","20028","30002097"
"20000028","30003456","20028","30003456"
"20000028","30011556","20028","30011556"
"20000028","30019342","20028","30019342"
"20000028","30019351","20028","30019351"
"20000028","30019374","20028","30019374"
"20000028","30019391","20028","30019391"
"20000028","30022818","20028","30022818"
"20000028","30022853","20028","30022853"
"20000028","30022872","20028","30022872"
"20000028","30024860","20028","30024860"
"20000028","30024884","20028","30024884"
"20000028","30034663","20028","30034663"
"20000028","32982686","20028","32982686"
"20000028","34227756","20028","34227756"
"20000028","35084701","20028","35084701"
"20000028","36279804","20028","36279804"
"20000028","36279814","20028","36279814"
"20000028","36279856","20028","36279856"
"20000028","36279857","20028","36279857"
"20000028","36279860","20028","36279860"
"20000028","36279861","20028","36279861"
"20000028","36279864","20028","36279864"
"20000028","36279865","20028","36279865"
"20000028","36279866","20028","36279866"
"20000028","36279867","20028","36279867"
"20000028","36279868","20028","36279868"
"20000028","36279870","20028","36279870"
"20000028","36279873","20028","36279873"
"20000028","36279874","20028","36279874"
"20000028","36279875","20028","36279875"
"20000028","36279878","20028","36279878"
"20000028","36279879","20028","36279879"
"20000028","36279886","20028","36279886"
"20000028","36279890","20028","36279890"
"20000028","36279891","20028","36279891"
"20000028","36279918","20028","36279918"
"20000028","36279921","20028","36279921"
"20000028","36279924","20028","36279924"
"20000028","36279938","20028","36279938"
"20000028","36279950","20028","36279950"
"20000028","36279952","20028","36279952"
"20000028","36279957","20028","36279957"
"20000028","36279958","20028","36279958"
"20000028","36280734","20028","36280734"
"20000028","36280829","20028","36280829"
"20000028","36282683","20028","36282683"
"20000028","36283002","20028","36283002"
"20000028","36283532","20028","36283532"
"20000028","36283944","20028","36283944"
"20000028","36290282","20028","36290282"
"20000028","36290351","20028","36290351"
"20000028","36290354","20028","36290354"
"20000028","36293501","20028","36293501"
"20000028","36299623","20028","36299623"
"20000028","36310238","20028","36310238"
"20000028","36322313","20028","36322313"
"20000029","20000715","20029","21911"
"20000029","20001130","20029","22329"
"20000030","20000168","20030","21361"
"20000030","20000175","20030","21368"
"20000030","20000186","20030","21379"
"20000030","20000271","20030","21465"
"20000030","20000272","20030","21466"
"20000030","20000482","20030","21676"
"20000030","20000511","20030","21705"
