"TRIMID","ODSID","NAME"
"20003554","24280","LT2 Extended Cab Classic"
"20003555","24281","LRV AWD"
"20003556","24282","LT2 Extended Cab Hybrid"
"20003557","24283","LT2 H/D Crew Cab Classic"
"20003558","24284","LT2 H/D Extended Cab Classic"
"20003559","24285","LT3 H/D Extended Cab Classic"
"20003560","24286","LTD"
"20003561","24287","LRV Sport AWD"
"20003562","24288","LTS"
"20003563","24289","LS 1988.5 Turbo"
"20003564","24290","LTZ Crew Cab"
"20003565","24291","LS 2+2"
"20003566","24292","LTZ H/D Crew Cab"
"20003567","24293","LS 4WD"
"20003568","24294","LWB"
"20003569","24295","LS Classic"
"20003570","24296","LS Crew Cab Classic"
"20003571","24297","LX 1995.5"
"20003572","24298","LX 5.0L"
"20003573","24299","LS Extended Cab"
"20003574","24300","LX AWD"
"20003575","24301","LS Extended Cab DRW"
"20003576","24302","LX Cab Plus"
"20003577","24303","LX III"
"20003578","24304","LX Touring"
"20003579","24305","LX V-6"
"20003580","24306","LS Extened Cab"
"20003581","24307","LX Xtracab"
"20003582","24308","LS H/D Classic"
"20003583","24309","LX-P"
"20003584","24310","LS H/D Crew Cab Classic"
"20003585","24311","LX-SV"
"20003586","24312","LS H/D Extended Cab Classic"
"20003587","24313","LXE"
"20003588","24314","LS Panel"
"20003589","24315","LXi AWD"
"20003590","24316","LS Short Bed"
"20003591","24317","Laguna Estate"
"20003592","24318","LS Spacecab"
"20003593","24319","Laramie"
"20003594","24320","LS Special Edition"
"20003595","24321","Laramie Club Cab DRW"
"20003596","24322","LS Turbo"
"20003597","24323","LS-V6"
"20003598","24324","LS2 Crew Cab Sport"
"20003599","24325","LS2-M"
"20003600","24326","LS3-S"
"20003601","24327","LSE"
"20003602","24328","LSS"
"20003603","24329","LSi 4WD"
"20003604","24330","LSi Hardtop"
"20003605","24331","LSi Soft Top"
"20003606","24332","LT"
"20003607","24333","LT AWD"
"20003608","24334","LT DRW"
"20003609","24335","LT H/D"
"20003610","24336","LT H/D Extended Cab"
"20003611","24337","LT1"
"20003612","24338","LT1 Crew Cab"
"20003613","24339","LT1 Extended Cab"
"20003614","24340","LT1 Extended Cab Classic Hybrid"
"20003615","24341","LT1 H/D Classic"
"20003616","24342","Laramie Extended Cab"
"20003617","24343","Laramie Mega Cab DRW"
"20003618","24344","Laramie Quad Cab DRW"
"20003619","24345","Laredo 4WD"
"20003620","24346","LT1 H/D Crew Cab Classic"
"20003621","24347","Lariat"
"20003622","24348","LT1 H/D Extended Cab Classic"
"20003623","24349","Lariat Crew Cab DRW"
"20003624","24350","LT2 Crew Cab"
"20003625","24351","Lariat Crew Cab Super Duty"
"20003626","24352","LT2 Extended Cab"
"20003627","24353","Lariat DRW"
"20003628","24354","LT2 Extended Cab Classic Hybrid"
"20003629","24355","Lariat Flareside SuperCab"
"20003630","24356","LT2 H/D Crew Cab"
"20003631","24357","Lariat Styleside SuperCab"
"20003632","24358","LT2 H/D Extended Cab"
"20003633","24359","Lariat Super Duty"
"20003634","24360","LT3 Crew Cab Classic"
"20003635","24361","Lariat Super Duty Crew Cab DRW"
"20003636","24362","LT3 H/D Crew Cab Classic"
"20003637","24363","LTD V8"
"20003638","24364","LTZ"
"20003639","24365","LTZ Extended Cab"
"20003640","24366","Lariat Super Duty DRW Crew Cab"
"20003641","24367","LTZ H/D Extended Cab"
"20003642","24368","Lariat Super Duty Styleside"
"20003643","24369","LX"
"20003644","24370","Lariat Super Duty Styleside SuperCab"
"20003645","24371","LX 2.0"
"20003646","24372","Lariat SuperCab"
"20003647","24373","LX 5.0L Sport"
"20003648","24374","LX Brougham"
"20003649","24375","Lariat SuperCab Flareside"
"20003650","24376","Lariat SuperCab Super Duty"
"20003651","24377","LX Cruiser"
"20003652","24378","Lariat SuperCrew"
"20003653","24379","LX Sport"
"20003654","24380","Late"
"20003655","24381","LX Turbo"
"20003656","24382","Li"
"20003657","24383","Limited"
"20003658","24384","Limited AWD"
"20003659","24385","Limited Access Cab Stepside"
"20003660","24386","LX V6"
"20003661","24387","LX-E"
"20003662","24388","Limited CrewMax"
"20003663","24389","Limited Edition"
"20003664","24390","LX-S"
"20003665","24391","Limited Ultimate"
"20003666","24392","LX-V6"
"20003667","24393","Limited Xtracab"
"20003668","24394","LXi"
"20003669","24395","Linear 2.3t"
"20003670","24396","Laguna"
"20003671","24397","Long Bed 4WD"
"20003672","24398","Landau"
"20003673","24399","Luxure"
"20003674","24400","Laramie Club Cab"
"20003675","24401","Laramie DRW"
"20003676","24402","Luxury Edition"
"20003677","24403","Luxury II"
"20003678","24404","Luxury Sport"
"20003679","24405","Luxus"
"20003680","24406","M Coupe"
"20003681","24407","M Roadster"
"20003682","24408","MC"
"20003683","24409","MK II"
"20003684","24410","MK IV"
"20003685","24411","ML320 4MATIC"
"20003686","24412","ML320 CDI 4MATIC"
"20003687","24413","ML 350"
"20003688","24414","ML430"
"20003689","24415","ML500"
"20003690","24416","ML55 AMG"
"20003691","24417","ML 550 4MATIC"
"20003692","24418","ML63 AMG 4MATIC"
"20003693","24419","MPG"
"20003694","24420","MR"
"20003695","24421","MV"
"20003696","24422","Laramie Mega Cab"
"20003697","24423","Laramie Quad Cab"
"20003698","24424","Laredo"
"20003699","24425","Laredo Sport"
"20003700","24426","Lariat Crew Cab"
"20003701","24427","MX Brougham"
"20003702","24428","Mach I Six"
"20003703","24429","Lariat Crew Cab H/D"
"20003704","24430","Macro Cab SPX"
"20003705","24431","Lariat Crew Cab Super Duty DRW"
"20003706","24432","Mainliner"
"20003707","24433","Lariat Flareside"
"20003708","24434","Malibu"
"20003709","24435","Lariat H/D"
"20003710","24436","Maranello"
"20003711","24437","Lariat Styleside SuperCrew"
"20003712","24438","Mark"
"20003713","24439","Lariat Super Duty Crew Cab"
"20003714","24440","Mark I"
"20003715","24441","Lariat Super Duty DRW"
"20003716","24442","Mark III"
"20003717","24443","Marketing Edition SK"
"20003718","24444","Maxi Cab 4WD"
"20003719","24445","Metro"
"20003720","24446","Lariat Super Duty DRW SuperCab"
"20003721","24447","Millennium Edition"
"20003722","24448","Lariat Super Duty Styleside Crew Cab"
"20003723","24449","Mini Ram Royal"
"20003724","24450","Lariat Super Duty SuperCab"
"20003725","24451","Mk III"
"20003726","24452","Lariat SuperCab DRW"
"20003727","24453","Model 1001"
"20003728","24454","Model 1003"
"20003729","24455","Lariat SuperCab H/D"
"20003730","24456","Model 1005"
"20003731","24457","Lariat SuperCab Super Duty DRW"
"20003732","24458","Model 1100"
"20003733","24459","Lark"
"20003734","24460","Model 1103"
"20003735","24461","LeMans"
"20003736","24462","Model 1105"
"20003737","24463","Model 1107"
"20003738","24464","Model 116"
"20003739","24465","Model 1204"
"20003740","24466","Lightning"
"20003741","24467","Model 126"
"20003742","24468","Limited 4WD"
"20003743","24469","Model 136"
"20003744","24470","Limited Access Cab"
"20003745","24471","Model 1502"
"20003746","24472","Limited Collector's"
"20003747","24473","Model 1605"
"20003748","24474","Limited Double Cab"
"20003749","24475","Model 1705"
"20003750","24476","Limited Pro-Am Edition"
"20003751","24477","Model 1801"
"20003752","24478","Limited V8"
"20003753","24479","Model 1804"
"20003754","24480","Linear"
"20003755","24481","Model 1806"
"20003756","24482","Long Bed"
"20003757","24483","Lux"
"20003758","24484","Luxury"
"20003759","24485","Luxury I"
"20003760","24486","Luxury III"
"20003761","24487","Luxury Touring"
"20003762","24488","M"
"20003763","24489","M Edition"
"20003764","24490","M320 CDI Bluetec 4MATIC"
"20003765","24491","MK I"
"20003766","24492","MK III"
"20003767","24493","ML320"
"20003768","24494","ML320 CDI"
"20003769","24495","ML320 CDI Bluetec 4MATIC"
"20003770","24496","ML 350 4MATIC"
"20003771","24497","ML430 4MATIC"
"20003772","24498","ML500 4MATIC"
"20003773","24499","ML55 AMG 4MATIC"
"20003774","24500","Model 1808"
"20003775","24501","ML 63 AMG"
"20003776","24502","Model 1901"
"20003777","24503","Model 1904"
"20003778","24504","Model 1906"
"20003779","24505","Model 1908"
"20003780","24506","Model 1EH"
"20003781","24507","Model 2000"
"20003782","24508","MP3"
"20003783","24509","MPG Diesel"
"20003784","24510","Model 2010"
"20003785","24511","MT5"
"20003786","24512","Model 2020"
"20003787","24513","MX"
"20003788","24514","Model 226"
"20003789","24515","Mach I"
"20003790","24516","Model 233"
"20003791","24517","Model 243"
"20003792","24518","Macro Cab"
"20003793","24519","Macrocab"
"20003794","24520","Model 326"
"20003795","24521","Majestic"
"20003796","24522","Model 336"
"20003797","24523","Model 426"
"20003798","24524","Model 443"
"20003799","24525","Model 53"
"20003800","24526","Model 56"
"20003801","24527","Malibu Estate"
"20003802","24528","Model 61"
"20003803","24529","Maranello F1"
"20003804","24530","Model 626"
"20003805","24531","Mark Cross"
"20003806","24532","Model 640"
"20003807","24533","Mark II"
"20003808","24534","Model 65"
"20003809","22403","1"
"20003810","22404","1.5"
"20003811","22405","1.8"
"20003812","22406","1.8 S"
"20003813","22407","1.8 SL"
"20003814","22408","1.8L"
"20003815","22409","1.8S"
"20003816","22410","1.8T"
"20003817","22411","1.8T Avant"
"20003818","22412","1.8T Avant quattro"
"20003819","22413","1.8T Cabriolet"
"20003820","22414","1.8T Roadster"
"20003821","22415","1.8T quattro"
"20003822","22416","1.8T quattro Cabriolet"
"20003823","22417","1.8T quattro Roadster"
"20003824","22418","1.9 Roadster"
"20003825","22419","100"
"20003826","22420","10th Anniversary"
"20003827","22421","10th Anniversary Edition"
"20003828","22422","110"
"20003829","22423","1200"
"20003830","22424","1300 FE"
"20003831","22425","1500"
"20003832","22426","1100"
"20003833","22427","1500 Cargo Van"
"20003834","22428","1500 Classic Crew Cab LS2 Sport"
"20003835","22429","1300"
"20003836","22430","150"
"20003837","22431","1500 Classic Crew Cab LT2"
"20003838","22432","1500 4WD"
"20003839","22433","1500 Classic Crew Cab SL"
"20003840","22434","1500 Classic Crew Cab LS"
"20003841","22435","1500 Classic Crew Cab SLE1"
"20003842","22436","1500 Classic Crew Cab LT1"
"20003843","22437","1500 Classic Crew Cab SLT"
"20003844","22438","1500 Classic Crew Cab LT3"
"20003845","22439","1500 Classic Extended Cab LS"
"20003846","22440","1500 Classic Crew Cab SL2 Sport"
"20003847","22441","1500 Classic Extended Cab LT2"
"20003848","22442","1500 Classic Crew Cab SLE2"
"20003849","22443","1500 Classic Denali Crew Cab"
"20003850","22444","1500 Classic Extended Cab LT1"
"20003851","22445","1500 Classic Extended Cab LT3"
"20003852","22446","1500 Classic Extended Cab SLE1"
"20003853","22447","1500 Classic Extended Cab SL"
"20003854","22448","1500 Classic Extended Cab SLE2"
"20003855","22449","1500 Classic Extended Cab SLT"
"20003856","22450","1500 Classic Hybrid Crew Cab SLE1"
"20003857","22451","1500 Classic Hybrid Crew Cab SLE2"
"20003858","22452","1500 Classic Hybrid Extended Cab LT1"
"20003859","22453","1500 Classic Hybrid Extended Cab LT2"
"20003860","22454","1500 Classic Hybrid Extended Cab SLE1"
"20003861","22455","1500 Classic Hybrid Extended Cab SLE2"
"20003862","22456","1500 Classic LS"
"20003863","22457","1500 Classic LS2"
"20003864","22458","1500 Classic LT1"
"20003865","22459","1500 Classic SL"
"20003866","22460","1500 Classic SLE1"
"20003867","22461","1500 Classic SS"
"20003868","22462","1500 Club Cab"
"20003869","22463","1500 Club Coupe"
"20003870","22464","1500 Crew Cab LS2 Sport"
"20003871","22465","1500 Crew Cab LT1"
"20003872","22466","1500 Crew Cab LTZ"
"20003873","22467","1500 Crew Cab SLE"
"20003874","22468","1500 Club Cab 4WD"
"20003875","22469","1500 Crew Cab SLE2"
"20003876","22470","1500 Crew Cab LS"
"20003877","22471","1500 Denali Crew Cab"
"20003878","22472","1500 Crew Cab LT"
"20003879","22473","1500 Extended Cab"
"20003880","22474","1500 Crew Cab LT2"
"20003881","22475","1500 Crew Cab SL2 Sport"
"20003882","22476","1500 Extended Cab LT"
"20003883","22477","1500 Crew Cab SLE1"
"20003884","22478","1500 Extended Cab LT1 Hybrid"
"20003885","22479","1500 Crew Cab SLT"
"20003886","22480","1500 Extended Cab LT2 Hybrid"
"20003887","22481","1500 Denali Extended Cab"
"20003888","22482","1500 Extended Cab SL"
"20003889","22483","1500 Extended Cab SLE1"
"20003890","22484","1500 Extended Cab SLT"
"20003891","22485","1500 HD Classic Crew Cab LT1"
"20003892","22486","1500 HD Classic Crew Cab LT3"
"20003893","22487","1500 HD Classic Crew Cab SLE2"
"20003894","22488","1500 HD Crew Cab"
"20003895","22489","1500 HD Crew Cab LT"
"20003896","22490","1500 Extended Cab LS"
"20003897","22491","1500 HD Crew Cab SLT"
"20003898","22492","1500 Extended Cab LT1"
"20003899","22493","1500 HD LT"
"20003900","22494","1500 Extended Cab LT2"
"20003901","22495","1500 HD LT2"
"20003902","22496","1500 Extended Cab LTZ"
"20003903","22497","1500 LS"
"20003904","22498","1500 Extended Cab SLE"
"20003905","22499","1500 LS2 Sport"
"20003906","22500","1500 Extended Cab SLE2"
"20003907","22501","1500 HD"
"20003908","22502","1500 LT1"
"20003909","22503","1500 LT2"
"20003910","22504","1500 LTZ"
"20003911","22505","1500 Laramie Mega Cab"
"20003912","22506","1500 HD Classic Crew Cab LT2"
"20003913","22507","1500 Limited Edition"
"20003914","22508","1500 HD Classic Crew Cab SLE1"
"20003915","22509","1500 Maxivan"
"20003916","22510","1500 HD Classic Crew Cab SLT"
"20003917","22511","1500 Quad Cab 4WD"
"20003918","22512","1500 HD Crew Cab LS"
"20003919","22513","1500 SL"
"20003920","22514","1500 HD Crew Cab SLE"
"20003921","22515","1500 SLE"
"20003922","22516","1500 HD LS"
"20003923","22517","1500 SLE1"
"20003924","22518","1500 HD LT1"
"20003925","22519","1500 SLT Mega Cab"
"20003926","22520","1500 HD LT3"
"20003927","22521","1500 SS"
"20003928","22522","1500 LS Hybrid"
"20003929","22523","1500 LT"
"20003930","22524","1500 LT1 Hybrid"
"20003931","22525","1500 LT2 Hybrid"
"20003932","22526","1500 ST Mega Cab"
"20003933","22527","1500 Laramie"
"20003934","22528","1500 Special"
"20003935","22529","1500 Laramie Quad Cab"
"20003936","22530","1500 Sport Quad Cab"
"20003937","22531","1500 Maxi Van"
"20003938","22532","1500 TRX4 Off-Road Quad Cab"
"20003939","22533","1500 Quad Cab"
"20003940","22534","1500 Z66"
"20003941","22535","1500 S"
"20003942","22536","1500 Z71 LS"
"20003943","22537","1500 SL Crew Cab"
"20003944","22538","1600"
"20003945","22539","1500 SLE Hybrid"
"20003946","22540","170"
"20003947","22541","1500 SLT"
"20003948","22542","1993.5"
"20003949","22543","1999.5"
"20003950","22544","1LT"
"20003951","22545","1LT Extended Cab"
"20003952","22546","1500 SLT Quad Cab"
"20003953","22547","2"
"20003954","22548","2+2 GL"
"20003955","22549","1500 ST"
"20003956","22550","2+2 GSi"
"20003957","22551","1500 ST Quad Cab"
"20003958","22552","2.0"
"20003959","22553","1500 Sport"
"20003960","22554","2.0 SL"
"20003961","22555","1500 TRX4 Off-Road"
"20003962","22556","1500 WS"
"20003963","22557","2.0T Cabriolet"
"20003964","22558","1500 Z71"
"20003965","22559","2.0T Avant"
"20003966","22560","1500 Z71 LT"
"20003967","22561","2.0T Cabriolet quattro"
"20003968","22562","16V"
"20003969","22563","1985.5"
"20003970","22564","1995.5"
"20003971","22565","1LS Crew Cab"
"20003972","22566","1LT Crew Cab"
"20003973","22567","1SC"
"20003974","22568","2+2"
"20003975","22569","2+2 GS"
"20003976","22570","2.2"
"20003977","22571","2+2 Turbo"
"20003978","22572","2.3 Roadster"
"20003979","22573","2.0 S"
"20003980","22574","2.3T Sport"
"20003981","22575","2.0 Si"
"20003982","22576","2.4T"
"20003983","22577","2.0T"
"20003984","22578","2.4i"
"20003985","22579","2.0T Avant quattro"
"20003986","22580","2.5 GT"
"20003987","22581","2.0T quattro"
"20003988","22582","2.5 GT Limited"
"20003989","22583","2.5 GT spec.B"
"20003990","22584","2.5 RS AWD"
"20003991","22585","2.5 SL"
"20003992","22586","2.3"
"20003993","22587","2.5 X"
"20003994","22588","2.3T"
"20003995","22589","2.5 X Limited"
"20003996","22590","2.4"
"20003997","22591","2.5 XS L.L. Bean"
"20003998","22592","2.4T AWD"
"20003999","22593","2.5 XT L.L.Bean Edition"
"20004000","22594","2.5"
"20004001","22595","2.5L"
"20004002","22596","2.5 GT AWD"
"20004003","22597","2.5T AWD"
"20004004","22598","2.5 GT Limited AWD"
"20004005","22599","2.5i L.L. Bean Edition"
"20004006","22600","2.5 RS"
"20004007","22601","2.5i Limited L.L. Bean Edition"
"20004008","22602","2.5 S"
"20004009","22603","2.5 TS Sport Wagon"
"20004010","22604","2.5 X L.L. Bean Edition"
"20004011","22605","2.5 XS"
"20004012","22606","2.7T"
"20004013","22607","2.5 XT"
"20004014","22608","2.8"
"20004015","22609","2.5 XT Limited"
"20004016","22610","2.8 Avant quattro"
"20004017","22611","2.5T"
"20004018","22612","2.5i"
"20004019","22613","2.8 L"
"20004020","22614","2.8 Roadster"
"20004021","22615","2.5i Limited"
"20004022","22616","2.5i Roadster"
"20004023","22617","2.9"
"20004024","22618","2.7T quattro"
"20004025","22619","2000"
"20004026","22620","2001.5 Limited"
"20004027","22621","2.8 Avant"
"20004028","22622","202"
"20004029","22623","230"
"20004030","22624","250"
"20004031","22625","2.8 Coupe"
"20004032","22626","2500 Cargo Extended Van"
"20004033","22627","2.8 Liter"
"20004034","22628","2500 Club Cab"
"20004035","22629","2.8 quattro"
"20004036","22630","2500 Club Coupe"
"20004037","22631","200"
"20004038","22632","2500 Crew Cab LT"
"20004039","22633","2500 Crew Cab SLT"
"20004040","22634","2000 LE"
"20004041","22635","2500 Extended Cab"
"20004042","22636","2001.5 Sport"
"20004043","22637","2500 Extended Cab LT"
"20004044","22638","220"
"20004045","22639","2500 Extended Cab SLE"
"20004046","22640","240"
"20004047","22641","2500 Extended LS"
"20004048","22642","2500"
"20004049","22643","2500 Cargo Van"
"20004050","22644","2500 Club Cab 4WD"
"20004051","22645","2500 Crew Cab LS"
"20004052","22646","2500 Crew Cab SLE"
"20004053","22647","2500 Extended"
"20004054","22648","2500 Extended Cab LS"
"20004055","22649","2500 Extended Cab SL"
"20004056","22650","2500 Extended Cab SLT"
"20004057","22651","2500 H/D"
"20004058","22652","2500 HD"
"20004059","22653","2500 HD Classic Crew Cab LS"
"20004060","22654","2500 HD Classic Crew Cab LT2"
"20004061","22655","2500 HD Classic Crew Cab SL"
"20004062","22656","2500 HD Classic Crew Cab SLE2"
"20004063","22657","2500 HD Classic Extended Cab LS"
"20004064","22658","2500 HD Classic Extended Cab LT2"
"20004065","22659","2500 HD Classic Extended Cab SL"
"20004066","22660","2500 HD Classic Extended Cab SLE2"
"20004067","22661","2500 HD Classic LS"
"20004068","22662","2500 H/D 4WD"
"20004069","22663","2500 HD Classic"
"20004070","22664","2500 HD Classic Crew Cab LT1"
"20004071","22665","2500 HD Classic SL"
"20004072","22666","2500 HD Classic Crew Cab LT3"
"20004073","22667","2500 HD Crew Cab"
"20004074","22668","2500 HD Classic Crew Cab SLE1"
"20004075","22669","2500 HD Crew Cab LT"
"20004076","22670","2500 HD Classic Crew Cab SLT"
"20004077","22671","2500 HD Crew Cab LT2"
"20004078","22672","2500 HD Classic Extended Cab LT1"
"20004079","22673","2500 HD Crew Cab SL"
"20004080","22674","2500 HD Classic Extended Cab LT3"
"20004081","22675","2500 HD Crew Cab SLE1"
"20004082","22676","2500 HD Classic Extended Cab SLE1"
"20004083","22677","2500 HD Classic Extended Cab SLT"
"20004084","22678","2500 HD Crew Cab SLT"
"20004085","22679","2500 HD Classic LT1"
"20004086","22680","2500 HD Extended Cab LS"
"20004087","22681","2500 HD Classic SLE1"
"20004088","22682","2500 HD Extended Cab LT1"
"20004089","22683","2500 HD Extended Cab LTZ"
"20004090","22684","2500 HD Extended Cab SLE"
"20004091","22685","2500 HD Extended Cab SLE2"
"20004092","22686","2500 HD LS"
"20004093","22687","2500 HD Crew Cab LS"
"20004094","22688","2500 HD SL"
"20004095","22689","2500 HD Crew Cab LT1"
"20004096","22690","2500 HD SLE1"
"20004097","22691","2500 HD Crew Cab LTZ"
"20004098","22692","2500 Heavy Duty"
"20004099","22693","2500 HD Crew Cab SLE"
"20004100","22694","2500 L/D"
"20004101","22695","2500 HD Crew Cab SLE2"
"20004102","22696","2500 LD Extended Cab"
"20004103","22697","2500 HD Extended Cab"
"20004104","22698","2500 HD Extended Cab LT"
"20004105","22699","2500 LT"
"20004106","22700","2500 HD Extended Cab LT2"
"20004107","22701","2500 LT2"
"20004108","22702","2500 HD Extended Cab SL"
"20004109","22703","2500 HD Extended Cab SLE1"
"20004110","22704","2500 HD Extended Cab SLT"
"20004111","22705","2500 HD LT"
"20004112","22706","2500 Laramie Mega Cab"
"20004113","22707","2500 HD SLE"
"20004114","22708","2500 Light Duty"
"20004115","22709","2500 HD SLT"
"20004116","22710","2500 Power Wagon"
"20004117","22711","2500 High Roof"
"20004118","22712","2500 Quad Cab 4WD"
"20004119","22713","2500 LD"
"20004120","22714","2500 SL"
"20004121","22715","2500 LS"
"20004122","22716","2500 SLT"
"20004123","22717","2500 LT1"
"20004124","22718","2500 SLT Quad Cab"
"20004125","22719","2500 Laramie"
"20004126","22720","2500 ST Quad Cab"
"20004127","22721","2500 Laramie Quad Cab"
"20004128","22722","2500 Sport Quad Cab"
"20004129","22723","2500 TRX4 Off-Road Quad Cab"
"20004130","22724","25th Anniversary Edition"
"20004131","22725","270"
"20004132","22726","2WD"
"20004133","22727","3 Litre"
"20004134","22728","3.0 Avant"
"20004135","22729","3.0 Cabriolet"
"20004136","22730","3.0 L"
"20004137","22731","2500 Maxi Van"
"20004138","22732","3.0 Liter"
"20004139","22733","2500 Quad Cab"
"20004140","22734","3.0 R"
"20004141","22735","2500 Quad Cab Power Wagon"
"20004142","22736","3.0 R Limited L.L. Bean Edition"
"20004143","22737","2500 SLE"
"20004144","22738","2500 SLT Mega Cab"
"20004145","22739","3.0 quattro"
"20004146","22740","2500 ST"
"20004147","22741","3.0c"
"20004148","22742","2500 Sport"
"20004149","22743","2500 TRX4 Off-Road"
"20004150","22744","25th Anniversary"
"20004151","22745","260E"
"20004152","22746","2LT"
"20004153","22747","3.0i Roadster"
"20004154","22748","3"
"20004155","22749","3.0si Roadster"
"20004156","22750","3.0"
"20004157","22751","3.2 Avant"
"20004158","22752","3.0 Avant quattro"
"20004159","22753","3.2 Cabriolet quattro"
"20004160","22754","3.0 Cabriolet quattro"
"20004161","22755","3.2 Type S"
"20004162","22756","3.0 L Sport"
"20004163","22757","3.2 quattro Roadster"
"20004164","22758","3.0 Liter Sport"
"20004165","22759","3.5"
"20004166","22760","3.0 R Limited"
"20004167","22761","3.5 S Special Edition"
"20004168","22762","3.0 R VDC Limited"
"20004169","22763","3.0L"
"20004170","22764","3.0i"
"20004171","22765","3.0si"
"20004172","22766","3.2"
"20004173","22767","3.2 Avant quattro"
"20004174","22768","3.2 S-Line"
"20004175","22769","3.2 quattro"
"20004176","22770","3.2L"
"20004177","22771","3.5 SE-R"
"20004178","22772","3.5 S"
"20004179","22773","3.5 SV"
"20004180","22774","3.5 SE"
"20004181","22775","3.5XS"
"20004182","22776","3.5 SL"
"20004183","22777","3.6 L 4Motion"
"20004184","22778","3.5 Special Edition"
"20004185","22779","3.6 VR6"
"20004186","22780","3.6"
"20004187","22781","3.7"
"20004188","22782","3.6 Premium"
"20004189","22783","3.6L"
"20004190","22784","3.8 S"
"20004191","22785","30 Limited"
"20004192","22786","300B"
"20004193","22787","300CD-T"
"20004194","22788","30"
"20004195","22789","300"
"20004196","22790","300CE Cabriolet"
"20004197","22791","300CD"
"20004198","22792","300D 2.5"
"20004199","22793","300DT"
"20004200","22794","300CE"
"20004201","22795","300E 2.6"
"20004202","22796","300D"
"20004203","22797","300E 4MATIC"
"20004204","22798","300D-T"
"20004205","22799","300SDL"
"20004206","22800","300E"
"20004207","22801","300SEL"
"20004208","22802","300E 2.8"
"20004209","22803","300SD"
"20004210","22804","300SE"
"20004211","22805","300SL"
"20004212","22806","300TD-T"
"20004213","22807","300TE 4MATIC"
"20004214","22808","320 Cabriolet"
"20004215","22809","340"
"20004216","22810","350 Cabriolet"
"20004217","22811","3500"
"20004218","22812","3500 Cargo Van"
"20004219","22813","3500 Classic Crew Cab LT1"
"20004220","22814","3500 Classic Crew Cab LT3"
"20004221","22815","3500 Classic Crew Cab SLE1"
"20004222","22816","3500 Classic Crew Cab SLT"
"20004223","22817","3500 Classic Extended Cab LT1"
"20004224","22818","3500 Classic Extended Cab LT3"
"20004225","22819","3500 Classic Extended Cab SLE1"
"20004226","22820","3500 Classic Extended Cab SLT"
"20004227","22821","3500 Classic LT1"
"20004228","22822","300TD"
"20004229","22823","300TE"
"20004230","22824","320"
"20004231","22825","337 Edition"
"20004232","22826","350"
"20004233","22827","350 Club Wagon HD"
"20004234","22828","3500 Cargo Extended Van"
"20004235","22829","3500 Classic Crew Cab LS"
"20004236","22830","3500 Classic SLE1"
"20004237","22831","3500 Classic Crew Cab LT2"
"20004238","22832","3500 Club Coupe"
"20004239","22833","3500 Classic Crew Cab SL"
"20004240","22834","3500 Crew Cab LS"
"20004241","22835","3500 Classic Crew Cab SLE2"
"20004242","22836","3500 Crew Cab LT1"
"20004243","22837","3500 Classic Extended Cab LS"
"20004244","22838","3500 Crew Cab LTZ"
"20004245","22839","3500 Classic Extended Cab LT2"
"20004246","22840","3500 Crew Cab SLE"
"20004247","22841","3500 Classic Extended Cab SL"
"20004248","22842","3500 Crew Cab SLE2"
"20004249","22843","3500 DRW"
"20004250","22844","3500 Extended Cab"
"20004251","22845","3500 Extended Cab LT"
"20004252","22846","3500 Extended Cab LT2"
"20004253","22847","3500 Classic Extended Cab SLE2"
"20004254","22848","3500 Extended Cab SL"
"20004255","22849","3500 Classic LS"
"20004256","22850","3500 Classic SL"
"20004257","22851","3500 Extended Cab SLE1"
"20004258","22852","3500 Club Cab DRW"
"20004259","22853","3500 Extended Cab SLT"
"20004260","22854","3500 Crew Cab"
"20004261","22855","3500 HD"
"20004262","22856","3500 Crew Cab LT"
"20004263","22857","3500 High Roof"
"20004264","22858","3500 Crew Cab LT2"
"20004265","22859","3500 LT"
"20004266","22860","3500 Laramie Mega Cab"
"20004267","22861","3500 Crew Cab SL"
"20004268","22862","3500 Maxi Van"
"20004269","22863","3500 Quad Cab"
"20004270","22864","3500 Quad Cab DRW"
"20004271","22865","3500 SL"
"20004272","22866","3500 Crew Cab SLE1"
"20004273","22867","3500 SLE1"
"20004274","22868","3500 Crew Cab SLT"
"20004275","22869","3500 SLT Mega Cab"
"20004276","22870","3500 Extended"
"20004277","22871","3500 ST"
"20004278","22872","3500 Extended Cab LS"
"20004279","22873","3500 Sport"
"20004280","22874","3500 Extended Cab LT1"
"20004281","22875","3500 TRX4 Off-Road Quad Cab"
"20004282","22876","3500 Extended Cab LTZ"
"20004283","22877","350SD Turbo"
"20004284","22878","3500 Extended Cab SLE"
"20004285","22879","360"
"20004286","22880","3500 Extended Cab SLE2"
"20004287","22881","380SE"
"20004288","22882","3500 Extended LS"
"20004289","22883","3500 HD LS"
"20004290","22884","3500 LS"
"20004291","22885","3500 Laramie"
"20004292","22886","3500 Laramie Quad Cab"
"20004293","22887","3500 Maxi Wagon"
"20004294","22888","3500 Quad Cab 4WD DRW"
"20004295","22889","3500 Regular Cab LT1"
"20004296","22890","3500 SLE"
"20004297","22891","3500 SLT"
"20004298","22892","3500 SLT Quad Cab"
"20004299","22893","3500 ST Quad Cab"
"20004300","22894","3500 Sport Quad Cab"
"20004301","22895","350SD"
"20004302","22896","350SDL"
"20004303","22897","380"
"20004304","22898","380SEC"
"20004305","22899","380SL"
"20004306","22900","4.0"
"20004307","22901","4.0 SE"
