"TRIMID","ODSID","NAME"
"20005163","24823","Roadster M"
"20005164","24824","Rogue"
"20005165","24825","SE 2WD"
"20005166","24826","Royal Brougham"
"20005167","24827","SE 6.0"
"20005168","24828","Royale Brougham"
"20005169","24829","SE Aerocoupe"
"20005170","24830","Royale LS Special Edition"
"20005171","24831","Royale Special Edition"
"20005172","24832","SE Cab Plus 4"
"20005173","24833","Rubicon Unlimited"
"20005174","24834","SE Desert Runner King Cab"
"20005175","24835","S 1986.5"
"20005176","24836","SE King Cab"
"20005177","24837","S 1995.5"
"20005178","24838","SE Off-road"
"20005179","24839","S Extended Cab"
"20005180","24840","SE S/C"
"20005181","24841","S Hardtop"
"20005182","24842","SE Sport"
"20005183","24843","SE Super Charger King Cab"
"20005184","24844","SE Turbo"
"20005185","24845","SE V6 1986.5"
"20005186","24846","SE-5 Cab Plus"
"20005187","24847","S Longbed"
"20005188","24848","SE-5 Sundowner"
"20005189","24849","S R7B Special Edition"
"20005190","24850","SE-R"
"20005191","24851","S Series I"
"20005192","24852","SE-V6"
"20005193","24853","S Space Cab"
"20005194","24854","S Sport"
"20005195","24855","SE-V6 Crew Cab"
"20005196","24856","S SuperCab"
"20005197","24857","SE-V6 Crew Cab Super Charger"
"20005198","24858","S Turbo"
"20005199","24859","SE-V6 King Cab"
"20005200","24860","S V6"
"20005201","24861","SE-V6 King Cab 4WD Super Charger"
"20005202","24862","S-1"
"20005203","24863","S-11"
"20005204","24864","S-14"
"20005205","24865","S-16"
"20005206","24866","SE/Sport"
"20005207","24867","S-18"
"20005208","24868","SE7"
"20005209","24869","S-20"
"20005210","24870","SEC"
"20005211","24871","S-24A"
"20005212","24872","SEL Plus"
"20005213","24873","S-26"
"20005214","24874","SEi"
"20005215","24875","S-3"
"20005216","24876","SG"
"20005217","24877","S-7"
"20005218","24878","SHO"
"20005219","24879","S-Runner"
"20005220","24880","SL"
"20005221","24881","S.E."
"20005222","24882","SL AWD"
"20005223","24883","SL Classic Crew Cab"
"20005224","24884","SL Crew Cab"
"20005225","24885","SL Cruiser"
"20005226","24886","SL Extended Cab Classic"
"20005227","24887","SL H/D Classic"
"20005228","24888","S/C Crew Cab"
"20005229","24889","SL H/D Crew Cab"
"20005230","24890","S/C Supercharged Crew Cab"
"20005231","24891","SL H/D Extended Cab Classic"
"20005232","24892","S/C-V6 Crew Cab SuperCharged"
"20005233","24893","SL Long Bed"
"20005234","24894","S1"
"20005235","24895","SL Series"
"20005236","24896","S2"
"20005237","24897","SL Series II"
"20005238","24898","S3"
"20005239","24899","SL Series IV"
"20005240","24900","S320 LWB"
"20005241","24901","S350"
"20005242","24902","SL2 Sport Crew Cab"
"20005243","24903","SL320"
"20005244","24904","SL500"
"20005245","24905","SL55 AMG Roadster"
"20005246","24906","S4"
"20005247","24907","SL 600"
"20005248","24908","S430"
"20005249","24909","SL63 AMG Roadster"
"20005250","24910","S4s"
"20005251","24911","SLC"
"20005252","24912","S500 4MATIC"
"20005253","24913","SLE AWD"
"20005254","24914","S55 AMG"
"20005255","24915","SLE Classic Crew Cab"
"20005256","24916","S 550 4MATIC"
"20005257","24917","SLE Crew Cab"
"20005258","24918","S600 Coupe"
"20005259","24919","SLE Extended Cab Hybrid"
"20005260","24920","S 65 AMG"
"20005261","24921","SLE H/D Crew Cab"
"20005262","24922","SC Cabriolet"
"20005263","24923","SC Series"
"20005264","24924","SC Series II"
"20005265","24925","SC/360"
"20005266","24926","SLE HD Crew Cab"
"20005267","24927","SD Turbo"
"20005268","24928","SLE V6"
"20005269","24929","SE"
"20005270","24930","SLE XT AWD"
"20005271","24931","SE 1986.5"
"20005272","24932","SLE1"
"20005273","24933","SE 2.0 HO Turbo"
"20005274","24934","SLE1 Classic Crew Cab"
"20005275","24935","SE 20th Anniversary"
"20005276","24936","SLE1 Crew Cab Classic"
"20005277","24937","SE 4WD"
"20005278","24938","SLE1 Extended Cab"
"20005279","24939","SE AWD"
"20005280","24940","SLE1 Extended Cab Hybrid Classic"
"20005281","24941","SE Cab Plus"
"20005282","24942","SLE1 H/D Classic"
"20005283","24943","SLE1 H/D Crew Cab"
"20005284","24944","SLE1 H/D Extended Cab Classic"
"20005285","24945","SLE2 Classic Crew Cab"
"20005286","24946","SLE2 Crew Cab Classic"
"20005287","24947","SE Crew Cab"
"20005288","24948","SLE2 Extended Cab"
"20005289","24949","SE Double Cab"
"20005290","24950","SLE2 Extended Cab Hybrid Classic"
"20005291","24951","SE King Cab 4WD"
"20005292","24952","SLE2 H/D Crew Cab"
"20005293","24953","SE Plus"
"20005294","24954","SLE2 H/D Extended Cab Classic"
"20005295","24955","SE Special Edition"
"20005296","24956","SLK230 Kompressor"
"20005297","24957","SE Super Charger Crew Cab"
"20005298","24958","SLK300 Roadster"
"20005299","24959","SE Talladega"
"20005300","24960","SLK320"
"20005301","24961","SE V6"
"20005302","24962","SLK350 Roadster"
"20005303","24963","SLS"
"20005304","24964","SLS Club Coupe"
"20005305","24965","SLS Crew Cab"
"20005306","24966","SLS Long Bed"
"20005307","24967","SLT"
"20005308","24968","SLT Classic"
"20005309","24969","SLT Classic Extended Cab"
"20005310","24970","SLT Club Cab DRW"
"20005311","24971","SLT Crew Cab Classic"
"20005312","24972","SLT Extended Cab"
"20005313","24973","SLT H/D"
"20005314","24974","SLT H/D Crew Cab"
"20005315","24975","SLT H/D Extended Cab Classic"
"20005316","24976","SLT HD Crew Cab Classic"
"20005317","24977","SLT Mega Cab DRW"
"20005318","24978","SLT Quad Cab"
"20005319","24979","SLT-1"
"20005320","24980","SLX"
"20005321","24981","SLX XT"
"20005322","24982","SE-5"
"20005323","24983","SE-5 Long Bed"
"20005324","24984","SE-5 Sundowner Long Bed"
"20005325","24985","SE-R Spec V"
"20005326","24986","SE-V6 4WD"
"20005327","24987","SE-V6 Crew Cab 4WD"
"20005328","24988","SE-V6 Desert Runner King Cab"
"20005329","24989","SE-V6 King Cab 4WD"
"20005330","24990","SE-V6 King Cab Super Charger"
"20005331","24991","SE3"
"20005332","24992","SE7 4WD"
"20005333","24993","SEL"
"20005334","24994","SES"
"20005335","24995","SF"
"20005336","24996","SH"
"20005337","24997","SJ"
"20005338","24998","SL 4WD"
"20005339","24999","SL Classic"
"20005340","25000","SL Classic Extended Cab"
"20005341","25001","SLi"
"20005342","25002","SL Crew Cab Classic"
"20005343","25003","SL Extended Cab"
"20005344","25004","SL H/D"
"20005345","25005","SL H/D Classic Crew Cab"
"20005346","25006","SL H/D Extended Cab"
"20005347","25007","SL Limited Edition"
"20005348","25008","SL R7D Special Edition"
"20005349","25009","SL Series I"
"20005350","25010","SP"
"20005351","25011","SL Series III"
"20005352","25012","SP AWD"
"20005353","25013","SL Short Bed"
"20005354","25014","SP V6"
"20005355","25015","SL2 Sport Crew Cab Classic"
"20005356","25016","SPG Turbo"
"20005357","25017","SL320 Roadster"
"20005358","25018","SPX"
"20005359","25019","SL500 Roadster"
"20005360","25020","SR"
"20005361","25021","SL550 Roadster"
"20005362","25022","SR5"
"20005363","25023","SR5 Access Cab"
"20005364","25024","SR5 All-Trac"
"20005365","25025","SR5 Double Cab"
"20005366","25026","SR5 Turbo"
"20005367","25027","SR5 V6 4WD"
"20005368","25028","SR5 Xtracab"
"20005369","25029","SRT-10 Quad Cab"
"20005370","25030","SL600 Roadster"
"20005371","25031","SL65 AMG Roadster"
"20005372","25032","SRT-6"
"20005373","25033","SLE"
"20005374","25034","SRT/10"
"20005375","25035","SLE Classic"
"20005376","25036","SS Aero"
"20005377","25037","SS Extended Cab"
"20005378","25038","SLE Classic Extended Cab"
"20005379","25039","SS Panel"
"20005380","25040","SLE Extended Cab"
"20005381","25041","SS Sport"
"20005382","25042","SLE H/D"
"20005383","25043","SLE H/D Extended Cab"
"20005384","25044","SLE Long Bed"
"20005385","25045","SLE XT"
"20005386","25046","SLE-1"
"20005387","25047","SLE1 Classic"
"20005388","25048","SLE1 Crew Cab"
"20005389","25049","SLE1 Crew Cab Hybrid Classic"
"20005390","25050","SLE1 Extended Cab Classic"
"20005391","25051","SLE1 H/D"
"20005392","25052","SLE1 H/D Classic Crew Cab"
"20005393","25053","SLE1 H/D Extended Cab"
"20005394","25054","SLE1 HD Crew Cab Classic"
"20005395","25055","SLE2 Crew Cab"
"20005396","25056","SLE2 Crew Cab Hybrid Classic"
"20005397","25057","SLE2 Extended Cab Classic"
"20005398","25058","SLE2 H/D Classic Crew Cab"
"20005399","25059","SLE2 H/D Extended Cab"
"20005400","25060","SS Turbocharged"
"20005401","25061","SLE2 HD Crew Cab Classic"
"20005402","25062","SSEi"
"20005403","25063","ST"
"20005404","25064","ST 4WD"
"20005405","25065","ST Club Cab DRW"
"20005406","25066","ST Extended Cab"
"20005407","25067","ST Quad Cab"
"20005408","25068","ST Sport"
"20005409","25069","STE AWD"
"20005410","25070","STS"
"20005411","25071","STX"
"20005412","25072","STX Flareside SuperCab"
"20005413","25073","STX Styleside SuperCab"
"20005414","25074","STX SuperCab Flareside"
"20005415","25075","SUT"
"20005416","25076","SVE"
"20005417","25077","SVE King Cab"
"20005418","25078","SVO"
"20005419","25079","SVT Cobra"
"20005420","25080","SVT Lightning Flareside"
"20005421","25081","SW8"
"20005422","25082","SLK280 Roadster"
"20005423","25083","SLK32 AMG"
"20005424","25084","SLK 350"
"20005425","25085","SLK55 AMG Roadster"
"20005426","25086","SLS 4WD"
"20005427","25087","SLS Club Coupe 4WD"
"20005428","25088","SLS Extended Cab"
"20005429","25089","SLS Short Bed"
"20005430","25090","SLT AWD"
"20005431","25091","SLT Classic Crew Cab"
"20005432","25092","SLT Club Cab"
"20005433","25093","SLT Crew Cab"
"20005434","25094","SLT DRW"
"20005435","25095","SLT Extended Cab Classic"
"20005436","25096","SLT H/D Classic Crew Cab"
"20005437","25097","SLT H/D Extended Cab"
"20005438","25098","SLT HD Crew Cab"
"20005439","25099","SLT Mega Cab"
"20005440","25100","SLT Plus"
"20005441","25101","SLT Quad Cab DRW"
"20005442","25102","SX 4WD"
"20005443","25103","SXT"
"20005444","25104","SXT Quad Cab"
"20005445","25105","Sahara"
"20005446","25106","Salon"
"20005447","25107","Saloon"
"20005448","25108","Scotsman"
"20005449","25109","Screen"
"20005450","25110","Sebring"
"20005451","25111","Sedan Delivery"
"20005452","25112","Series 10-P"
"20005453","25113","Series 105"
"20005454","25114","Series 110"
"20005455","25115","Series 130"
"20005456","25116","Series 15"
"20005457","25117","Series 171"
"20005458","25118","Series 174"
"20005459","25119","Series 1C"
"20005460","25120","Series 230"
"20005461","25121","Series 2D"
"20005462","25122","SLT-2"
"20005463","25123","SLX AWD"
"20005464","25124","SLX XT AWD"
"20005465","25125","SMZ"
"20005466","25126","SP 4WD"
"20005467","25127","SP Turbo Diesel"
"20005468","25128","SPG"
"20005469","25129","SPL-311"
"20005470","25130","SPX Macro Cab"
"20005471","25131","SR 4WD"
"20005472","25132","SR5 4WD"
"20005473","25133","SR5 Access Cab Stepside"
"20005474","25134","SR5 CrewMax"
"20005475","25135","SR5 Sport"
"20005476","25136","SR5 V6"
"20005477","25137","SR5 V8"
"20005478","25138","SRT-10"
"20005479","25139","SRT-4"
"20005480","25140","SRT-8"
"20005481","25141","SS"
"20005482","25142","Series 3D"
"20005483","25143","Series 40-2"
"20005484","25144","Series 40-T"
"20005485","25145","Series 41"
"20005486","25146","Series 43"
"20005487","25147","Series 45"
"20005488","25148","Series 46600"
"20005489","25149","Series 4700"
"20005490","25150","Series 481"
"20005491","25151","Series 483"
"20005492","25152","Series 491"
"20005493","25153","Series 493"
"20005494","25154","Series 4A"
"20005495","25155","Series 4C"
"20005496","25156","Series 50"
"20005497","25157","Series 501"
"20005498","25158","Series 503"
"20005499","25159","Series 50A"
"20005500","25160","Series 52"
"20005501","25161","Series 54"
"20005502","25162","SS Diablo"
"20005503","25163","SS Extended Cab Classic"
"20005504","25164","SS Special Edition"
"20005505","25165","SS Supercharged"
"20005506","25166","SSE"
"20005507","25167","SST"
"20005508","25168","ST 25th Anniversary"
"20005509","25169","ST Club Cab"
"20005510","25170","ST DRW"
"20005511","25171","ST Mega Cab"
"20005512","25172","ST Quad Cab DRW"
"20005513","25173","STE"
"20005514","25174","STI"
"20005515","25175","STS Touring"
"20005516","25176","Series 5B"
"20005517","25177","STX Flareside"
"20005518","25178","Series 5D"
"20005519","25179","STX Styleside"
"20005520","25180","Series 60"
"20005521","25181","STX SuperCab"
"20005522","25182","Series 60-2"
"20005523","25183","Series 64"
"20005524","25184","Series 67"
"20005525","25185","Series 6A"
"20005526","25186","Series 6D"
"20005527","25187","Series 74"
"20005528","25188","Series 76"
"20005529","25189","Series 7B"
"20005530","25190","Series 7D"
"20005531","25191","Series 80-1"
"20005532","25192","Series 83"
"20005533","25193","SUS Limited"
"20005534","25194","Series 85"
"20005535","25195","SV"
"20005536","25196","Series 880"
"20005537","25197","SVE Crew Cab"
"20005538","25198","Series 890"
"20005539","25199","SVG"
"20005540","25200","Series 8B"
"20005541","25201","SVT"
"20005542","25202","Series 91"
"20005543","25203","Series 93"
"20005544","25204","Series 97"
"20005545","25205","Series 980"
"20005546","25206","Series A"
"20005547","25207","Series B-1-B 108"
"20005548","25208","Series B-3-B 108"
"20005549","25209","Series GH"
"20005550","25210","Series HHU"
"20005551","25211","SVT Lightning"
"20005552","25212","Series HTL"
"20005553","25213","SW"
"20005554","25214","Series HUL"
"20005555","25215","SX"
"20005556","25216","Series II"
"20005557","25217","SX Premium"
"20005558","25218","Series II SD"
"20005559","25219","SXT Extended Cab"
"20005560","25220","Series II SE7"
"20005561","25221","Safari"
"20005562","25222","Series L"
"20005563","25223","Series LT"
"20005564","25224","Series LU"
"20005565","25225","Series MC"
"20005566","25226","Series RC"
"20005567","25227","Series TC"
"20005568","25228","Unlimited Sahara"
"20005569","25229","Series VC"
"20005570","25230","Salon Brougham"
"20005571","25231","Shelby"
"20005572","25232","Scooter"
"20005573","25233","Shelby Z"
"20005574","25234","Scottsdale"
"20005575","25235","Short Bed 4WD"
"20005576","25236","Scuderia"
"20005577","25237","Si 4WS"
"20005578","25238","Sedan"
"20005579","25239","Si Mugen"
"20005580","25240","Series 10-C"
"20005581","25241","Signature"
"20005582","25242","Series 10-T"
"20005583","25243","Series 11"
"20005584","25244","Series 12"
"20005585","25245","Series 14"
"20005586","25246","Signature Limited"
"20005587","25247","Series 17"
"20005588","25248","Silverado"
"20005589","25249","Series 172"
"20005590","25250","Six"
"20005591","25251","Series 18"
"20005592","25252","Skyliner"
"20005593","25253","Series 1D"
"20005594","25254","Slantback"
"20005595","25255","Series 2C"
"20005596","25256","Soft Top 4WD"
"20005597","25257","Series 3620"
"20005598","25258","Spec Package"
"20005599","25259","Series 40"
"20005600","25260","Special Crew Cab"
"20005601","25261","Series 40-P"
"20005602","25262","Special Crew Cab H/D"
"20005603","25263","Special Edition"
"20005604","25264","Special Edition C"
"20005605","25265","Special H/D"
"20005606","25266","Series 4010"
"20005607","25267","Special SuperCab"
"20005608","25268","Series 4280"
"20005609","25269","Special SuperCab Flareside"
"20005610","25270","Series 44"
"20005611","25271","Special V6"
"20005612","25272","Series 460"
"20005613","25273","Speed"
"20005614","25274","Series 47"
"20005615","25275","Spider"
"20005616","25276","Series 48"
"20005617","25277","Splash"
"20005618","25278","Series 482"
"20005619","25279","Splash SuperCab 4WD"
"20005620","25280","Series 484"
"20005621","25281","Sport 2WD"
"20005622","25282","Series 492"
"20005623","25283","Series 494"
"20005624","25284","Series 4B"
"20005625","25285","Series 4D"
"20005626","25286","Series 500"
"20005627","25287","Series 502"
"20005628","25288","Series 504"
"20005629","25289","Series 51"
"20005630","25290","Series 53"
"20005631","25291","Series 5A"
"20005632","25292","Sport AWD"
"20005633","25293","Series 5C"
"20005634","25294","Sport Coupe"
"20005635","25295","Series 6"
"20005636","25296","Sport ES"
"20005637","25297","Series 60-1"
"20005638","25298","Sport European"
"20005639","25299","Series 63"
"20005640","25300","Series 66"
"20005641","25301","Sport GL"
"20005642","25302","Series 680"
"20005643","25303","Series 6B"
"20005644","25304","Series 73"
"20005645","25305","Series 75"
"20005646","25306","Series 77"
"20005647","25307","Sport GT S"
"20005648","25308","Series 7C"
"20005649","25309","Sport III"
"20005650","25310","Series 80"
"20005651","25311","Sport JLX"
"20005652","25312","Series 80-2"
"20005653","25313","Sport JX"
"20005654","25314","Series 84"
"20005655","25315","Sport LS 4WD"
"20005656","25316","Series 87"
"20005657","25317","Sport Quad Cab"
"20005658","25318","Series 89"
"20005659","25319","Sport RHD"
"20005660","25320","Series 8A"
"20005661","25321","Sport Spider"
"20005662","25322","Series 90"
"20005663","25323","Series 92"
"20005664","25324","Series 95"
"20005665","25325","Series 98"
"20005666","25326","Series 990"
"20005667","25327","Sport Touring"
"20005668","25328","Series B"
"20005669","25329","Sport Utility Sedan AWD"
"20005670","25330","Series B-2-B 108"
"20005671","25331","Sport V6"
"20005672","25332","Series D2"
"20005673","25333","Sport XL"
"20005674","25334","Series H"
"20005675","25335","Sport XLS 2WD"
"20005676","25336","Series HT"
"20005677","25337","Sport quattro"
"20005678","25338","Series HU"
"20005679","25339","SportCross"
"20005680","25340","Series I"
"20005681","25341","Sports 2.5 X"
"20005682","25342","Series II LE"
"20005683","25343","Series II SE"
"20005684","25344","Series KC"
"20005685","25345","Series LC"
"20005686","25346","Series LTS"
"20005687","25347","Sports Coupe"
"20005688","25348","Series LUU"
"20005689","25349","Sportside"
"20005690","25350","Series O"
"20005691","25351","Sportvan"
"20005692","25352","Series T"
"20005693","25353","Sportvan Bonaventure"
"20005694","25354","Series U"
"20005695","25355","Sprint Speciale"
"20005696","25356","Series WC"
"20005697","25357","Spyder GS"
"20005698","25358","Shelby GT500"
"20005699","25359","Spyder GS-T Turbo"
"20005700","25360","Short Bed"
"20005701","25361","Spyder GTS"
"20005702","25362","Si"
"20005703","25363","Si ALB"
"20005704","25364","Sigma Luxury"
"20005705","25365","Signature L"
"20005706","25366","Silver"
"20005707","25367","Silverado Extended Cab"
"20005708","25368","Spyder VR-4"
"20005709","25369","Sixty Special"
"20005710","25370","Stake"
"20005711","25371","Standard Deluxe"
"20005712","25372","Skyway"
"20005713","25373","Starliner"
"20005714","25374","Soft Top"
"20005715","25375","Station Wagon"
"20005716","25376","Sovereign"
"20005717","25377","Step AC SR5"
"20005718","25378","Special"
"20005719","25379","Stepside"
"20005720","25380","Special Crew Cab DRW"
"20005721","25381","Stepside Access Cab SR5"
"20005722","25382","Special DRW"
"20005723","25383","Special Edition B"
"20005724","25384","Special Flareside"
"20005725","25385","Special King Cab"
"20005726","25386","Streamline"
"20005727","25387","Special SuperCab DRW"
"20005728","25388","Special SuperCab H/D"
"20005729","25389","Styleside Crew Cab"
"20005730","25390","Specialty"
"20005731","25391","Styleside Custom"
"20005732","25392","Speedster"
"20005733","25393","Styleside Custom Crew Cab DRW"
"20005734","25394","Spider F1"
"20005735","25395","Styleside Custom H/D SuperCab"
"20005736","25396","Splash SuperCab"
"20005737","25397","Styleside Custom SuperCab DRW"
"20005738","25398","Sport"
"20005739","25399","Styleside DRW Crew Cab"
"20005740","25400","Sport 4WD"
"20005741","25401","Styleside Eddie Bauer"
"20005742","25402","Sport Club Cab"
"20005743","25403","Sport DRW"
"20005744","25404","Sport Edition"
"20005745","25405","Sport Extended Cab"
"20005746","25406","Styleside Eddie Bauer Crew Cab DRW"
"20005747","25407","Sport GT"
"20005748","25408","Styleside Eddie Bauer H/D"
"20005749","25409","Sport Hardtop Convertible"
"20005750","25410","Styleside Eddie Bauer H/D SuperCab"
"20005751","25411","Styleside Eddie Bauer SuperCab DRW"
"20005752","25412","Sport JL"
"20005753","25413","Styleside H/D Crew Cab"
"20005754","25414","Sport JS"
"20005755","25415","Styleside H/D SuperCab"
"20005756","25416","Sport LS"
"20005757","25417","Styleside H/D XLT Lariat"
"20005758","25418","Sport LTD"
"20005759","25419","Sport Quad Cab DRW"
"20005760","25420","Styleside Lariat Crew Cab"
"20005761","25421","Sport Sedan"
"20005762","25422","Styleside Lariat DRW Crew Cab"
"20005763","25423","Styleside Lariat H/D"
"20005764","25424","Styleside Lariat H/D SuperCab"
"20005765","25425","Styleside Lariat Super Duty DRW SuperCab"
"20005766","25426","Sport SuperCab"
"20005767","25427","Styleside Lariat SuperCab"
"20005768","25428","Sport Turbo"
"20005769","25429","Styleside S"
"20005770","25430","Sport Utility Sedan Limited AWD"
"20005771","25431","Styleside S SuperCab"
"20005772","25432","Sport V8"
"20005773","25433","Styleside Special Crew Cab"
"20005774","25434","Sport XLS"
"20005775","25435","Styleside Special DRW"
"20005776","25436","Sport XLS 4WD"
"20005777","25437","Styleside Special H/D Crew Cab"
"20005778","25438","Sport/SXT"
"20005779","25439","Styleside Special SuperCab"
"20005780","25440","Sportruck"
"20005781","25441","Styleside Super Duty Crew Cab"
"20005782","25442","Sports 2.5 XT"
"20005783","25443","Sports Sedan"
"20005784","25444","Sportside Extended Cab"
"20005785","25445","Sportvan Beauville"
"20005786","25446","Spring Special Limited Edition"
"20005787","25447","Spyder"
"20005788","25448","Styleside Super Duty Lariat Crew Cab DRW"
"20005789","25449","Spyder GS-T"
"20005790","25450","Styleside Super Duty XL Crew Cab DRW"
"20005791","25451","Spyder GT"
"20005792","25452","Styleside Super Duty XLT Crew Cab DRW"
"20005793","25453","Styleside SuperCab DRW"
"20005794","25454","Spyder SL"
"20005795","25455","Styleside SuperCrew"
"20005796","25456","Stage I"
"20005797","25457","Styleside XL Crew Cab"
"20005798","25458","Standard"
"20005799","25459","Standard Wheelbase"
"20005800","25460","Styleside XL DRW"
"20005801","25461","State"
"20005802","25462","Styleside XL DRW SuperCab"
"20005803","25463","Styleside XL H/D Crew Cab"
"20005804","25464","Styleside XL H/D SuperCab 4WD"
"20005805","25465","Styleside XL S/D Crew Cab"
"20005806","25466","Styleside XL Super Duty DRW SuperCab"
"20005807","25467","Step AC Limited"
"20005808","25468","Styleside XL SuperCab DRW"
"20005809","25469","Step Van"
"20005810","25470","Styleside XLS Crew Cab"
"20005811","25471","Stepside Access Cab Limited"
"20005812","25472","Styleside XLT"
"20005813","25473","Stordor"
"20005814","25474","Styleside XLT Crew Cab DRW"
"20005815","25475","Styleside"
"20005816","25476","Styleside XLT DRW Crew Cab"
"20005817","25477","Styleside Crew Cab DRW"
"20005818","25478","Styleside XLT H/D"
"20005819","25479","Styleside Custom Crew Cab"
"20005820","25480","Styleside XLT H/D SuperCab"
"20005821","25481","Styleside Custom DRW"
"20005822","25482","Styleside XLT Lariat Crew Cab"
"20005823","25483","Styleside XLT Lariat DRW"
"20005824","25484","Styleside XLT Lariat SuperCab"
"20005825","25485","Styleside XLT Super Duty Crew Cab"
"20005826","25486","Styleside XLT Super Duty SuperCab"
"20005827","25487","Styleside Custom SuperCab"
"20005828","25488","Styleside XLT SuperCab DRW"
"20005829","25489","Styleside DRW"
"20005830","25490","Sun Sport"
"20005831","25491","Styleside DRW SuperCab"
"20005832","25492","Sundowner Sport"
"20005833","25493","Styleside Eddie Bauer Crew Cab"
"20005834","25494","Sunliner"
"20005835","25495","Styleside Eddie Bauer DRW"
"20005836","25496","Super"
"20005837","25497","Styleside Eddie Bauer H/D Crew Cab"
"20005838","25498","Super Deluxe"
"20005839","25499","Styleside Eddie Bauer SuperCab"
"20005840","25500","Super Duty Crew Cab"
"20005841","25501","Styleside H/D"
"20005842","25502","Super Duty DRW Crew Cab"
"20005843","25503","Super Duty Styleside"
"20005844","25504","Super Duty Styleside SuperCab"
"20005845","25505","Super Eight"
"20005846","25506","Styleside H/D Custom"
"20005847","25507","Super Line"
"20005848","25508","Styleside H/D XL"
"20005849","25509","Super Sport"
"20005850","25510","Styleside Lariat"
"20005851","25511","SuperCab"
"20005852","25512","Styleside Lariat DRW"
"20005853","25513","SuperCab Flareside"
"20005854","25514","Styleside Lariat DRW SuperCab"
"20005855","25515","SuperCab Super Duty"
"20005856","25516","Styleside Lariat H/D Crew Cab"
"20005857","25517","SuperCrew"
"20005858","25518","Styleside Lariat Super Duty Crew Cab"
"20005859","25519","Superbird"
"20005860","25520","Styleside Lariat Super Duty SuperCab"
"20005861","25521","Styleside Lightning"
"20005862","25522","Superleggera"
"20005863","25523","Styleside S H/D SuperCab"
"20005864","25524","Styleside Special"
"20005865","25525","Styleside Special Crew Cab DRW"
"20005866","25526","Styleside Special H/D"
"20005867","25527","Supra L-Type"
"20005868","25528","Styleside Special H/D SuperCab"
"20005869","25529","Supreme Brougham"
"20005870","25530","Styleside Special SuperCab DRW"
"20005871","25531","Swinger 340"
"20005872","25532","Styleside Super Duty Lariat Crew Cab"
"20005873","25533","Syclone"
"20005874","25534","Styleside Super Duty XL Crew Cab"
"20005875","25535","Syncro Camper GL"
"20005876","25536","Styleside Super Duty XLT Crew Cab"
"20005877","25537","T Mulliner"
"20005878","25538","Styleside SuperCab"
"20005879","25539","T-5R"
"20005880","25540","Styleside SuperCab XL"
"20005881","25541","T-Type Turbo"
"20005882","25542","Styleside XL"
"20005883","25543","Styleside XL Crew Cab DRW"
"20005884","25544","Styleside XL DRW Crew Cab"
"20005885","25545","Styleside XL H/D"
"20005886","25546","Styleside XL H/D SuperCab"
"20005887","25547","T37"
"20005888","25548","Styleside XL S/D"
"20005889","25549","T5 2004.5"
"20005890","25550","Styleside XL S/D SuperCab"
"20005891","25551","T5R"
"20005892","25552","Styleside XL SuperCab"
"20005893","25553","T6 Executive"
"20005894","25554","Styleside XLS"
"20005895","25555","TD-T"
"20005896","25556","Styleside XLS SuperCab"
"20005897","25557","TE"
"20005898","25558","Styleside XLT Crew Cab"
"20005899","25559","TL"
"20005900","25560","TL Cab Plus 4"
"20005901","25561","Styleside XLT DRW"
"20005902","25562","TRX Extended Cab"
"20005903","25563","TRX Off-Road Quad Cab"
"20005904","25564","TRX4 Off-Road"
"20005905","25565","TSi"
"20005906","25566","Styleside XLT DRW SuperCab"
"20005907","25567","TSi AWD"
"20005908","25568","Styleside XLT H/D Crew Cab"
"20005909","25569","Styleside XLT Lariat"
"20005910","25570","TSi Turbo AWD"
"20005911","25571","Styleside XLT Lariat Crew Cab DRW"
"20005912","25572","Tacoma"
"20005913","25573","Styleside XLT Lariat H/D SuperCab"
"20005914","25574","Targa 4"
"20005915","25575","Styleside XLT Lariat SuperCab DRW"
"20005916","25576","Targa Turbo"
"20005917","25577","Styleside XLT Super Duty DRW SuperCab"
"20005918","25578","Tercel"
"20005919","25579","Styleside XLT SuperCab"
"20005920","25580","Tercel SR-5"
"20005921","25581","Sub Series"
"20005922","25582","Torpedo"
"20005923","25583","Touring AWD"
"20005924","25584","Touring Edition"
"20005925","25585","Touring LE AWD"
"20005926","25586","Town & Country"
"20005927","25587","Track"
"20005928","25588","Sundowner"
"20005929","25589","Trans Am"
"20005930","25590","Sundowner Sport LE"
"20005931","25591","Trans Am GTA"
"20005932","25592","Sunroof"
"20005933","25593","Travelette"
"20005934","25594","Super Bee"
"20005935","25595","Super Duty"
"20005936","25596","Tremor SuperCrew"
"20005937","25597","Super Duty DRW"
"20005938","25598","Troy Lee Cab Plus 4"
"20005939","25599","Super Duty DRW SuperCab"
"20005940","25600","Turbo 3.6"
"20005941","25601","Super Duty Styleside Crew Cab"
"20005942","25602","Turbo Diesel"
"20005943","25603","Turbo Griffen Edition"
"20005944","25604","Turbo SE"
"20005945","25605","Turbo Targa"
"20005946","25606","TurboX"
"20005947","25607","Twin Cam"
"20005948","25608","Super Duty SuperCab"
"20005949","25609","Type R"
"20005950","25610","Super Eight Custom"
"20005951","25611","Type SH"
"20005952","25612","Super Special"
"20005953","25613","UB/UBS"
"20005954","25614","Super V8"
"20005955","25615","UF10A Series"
"20005956","25616","SuperCab DRW"
"20005957","25617","Ultimate L"
"20005958","25618","SuperCab H/D"
"20005959","25619","Unlimited"
